"town","year","call_reason","self","disp","avg_hours_per_call","totalCalls","totalHours"
"Leverett",2020-01-01,"EMS ALARM - LIFELINE ACTIVATED",0,5,0.152,5,0.76
"Leverett",2020-01-01,"FIRE ALARM",0,6,0.629833333333333,6,3.779
"Leverett",2020-01-01,"ANIMAL COMPLAINT",15,48,0.479666666666667,63,30.219
"Leverett",2020-01-01,"ASSIST CITIZEN",25,16,0.364333333333333,41,14.9376666666667
"Leverett",2020-01-01,"ASSIST OTHER AGENCY",8,8,0.414833333333333,16,6.63733333333333
"Leverett",2020-01-01,"ARTICLES LOST",1,0,0.0878333333333333,1,0.0878333333333333
"Leverett",2020-01-01,"ARTICLES RECOVERED",4,2,0.1745,6,1.047
"Leverett",2020-01-01,"BUILDING/LOCATION CHECK",536,7,0.0465,543,25.2495
"Leverett",2020-01-01,"CHECK WELFARE",5,15,0.5315,20,10.63
"Leverett",2020-01-01,"Civil Issue",1,1,0.538333333333333,2,1.07666666666667
"Leverett",2020-01-01,"CRUISER MAINTENANCE",146,4,0.2095,150,31.425
"Leverett",2020-01-01,"CARBON MONOXIDE HAZARD",0,4,0.625833333333333,4,2.50333333333333
"Leverett",2020-01-01,"COMMUNITY POLICING",65,3,0.321333333333333,68,21.8506666666667
"Leverett",2020-01-01,"COMPLAINT",2,13,0.6915,15,10.3725
"Leverett",2020-01-01,"COURT",3,0,0.757166666666667,3,2.2715
"Leverett",2020-01-01,"Car vs. Deer",1,10,0.355666666666667,11,3.91233333333333
"Leverett",2020-01-01,"DISTURBANCE",1,1,1.1125,2,2.225
"Leverett",2020-01-01,"DISABLED MV",12,2,0.582,14,8.148
"Leverett",2020-01-01,"DOMESTIC",0,1,2.30916666666667,1,2.30916666666667
"Leverett",2020-01-01,"DETAIL REQUEST",0,5,0.737166666666667,5,3.68583333333333
"Leverett",2020-01-01,"ESCORT/TRANSPORT",2,1,0.527666666666667,3,1.583
"Leverett",2020-01-01,"FIREARMS LICENSING",33,4,0.627,37,23.199
"Leverett",2020-01-01,"BRUSH FIRE",0,1,3.1405,1,3.1405
"Leverett",2020-01-01,"STRUCTURE FIRE",0,1,4.05883333333333,1,4.05883333333333
"Leverett",2020-01-01,"FIRE, OTHER NON-SPECIFIC",1,3,1.30683333333333,4,5.22733333333333
"Leverett",2020-01-01,"VEHICLE FIRE",0,1,0,1,0
"Leverett",2020-01-01,"FIRE WORKS",0,3,0.2275,3,0.6825
"Leverett",2020-01-01,"FOLLOW UP INVESTIGATION",17,1,0.509166666666667,18,9.165
"Leverett",2020-01-01,"FRAUD/SCAM",6,15,0.5565,21,11.6865
"Leverett",2020-01-01,"GAS LEAK",0,2,0.527166666666667,2,1.05433333333333
"Leverett",2020-01-01,"GENERAL INFO",1,21,0,22,0
"Leverett",2020-01-01,"HARASSMENT",0,3,0.445666666666667,3,1.337
"Leverett",2020-01-01,"INVESTIGATION",8,5,0.436,13,5.668
"Leverett",2020-01-01,"KEEP THE PEACE",3,1,0.572166666666667,4,2.28866666666667
"Leverett",2020-01-01,"LARCENY",3,3,0.482833333333333,6,2.897
"Leverett",2020-01-01,"LINE DOWN, POWER,PHONE OR CABL",2,30,0.704666666666667,32,22.5493333333333
"Leverett",2020-01-01,"LOCKOUT",0,1,0.332166666666667,1,0.332166666666667
"Leverett",2020-01-01,"MEDICAL EMERGENCY",2,67,0.546666666666667,69,37.72
"Leverett",2020-01-01,"MISSING PERSON",1,0,0.6025,1,0.6025
"Leverett",2020-01-01,"MISCELLANEOUS",42,6,0.261166666666667,48,12.536
"Leverett",2020-01-01,"MOTOR VEHICLE ACCIDENT NO INJU",2,17,1.064,19,20.216
"Leverett",2020-01-01,"MOTOR VEHICLE COMPLAINT",3,14,1.15733333333333,17,19.6746666666667
"Leverett",2020-01-01,"MOTOR VEHICLE ACCIDE W/INJURY",0,5,1.20366666666667,5,6.01833333333333
"Leverett",2020-01-01,"MOTOR VEHICLE VIOLATION",732,8,0.194166666666667,740,143.683333333333
"Leverett",2020-01-01,"NOISE COMPLAINT",3,3,0.3305,6,1.983
"Leverett",2020-01-01,"NOTIFICATION",0,3,0.255833333333333,3,0.7675
"Leverett",2020-01-01,"ODOR INVESTIGATION",0,4,0.737333333333333,4,2.94933333333333
"Leverett",2020-01-01,"OFFICER WANTED",1,13,0.8185,14,11.459
"Leverett",2020-01-01,"PAPERWORK SERVICE",60,3,0.0926666666666667,63,5.838
"Leverett",2020-01-01,"PATROL AREA",157,0,0.079,157,12.403
"Leverett",2020-01-01,"RADAR/TRAFFIC ENFORCEMENT",435,2,0.551333333333333,437,240.932666666667
"Leverett",2020-01-01,"REPOSSESSION",0,1,0,1,0
"Leverett",2020-01-01,"RESCUE CALL",0,1,1.686,1,1.686
"Leverett",2020-01-01,"ROLLING 9",3,1,0.1345,4,0.538
"Leverett",2020-01-01,"SAFETY HAZARD",2,12,0.911833333333333,14,12.7656666666667
"Leverett",2020-01-01,"SERVICE CALL",0,8,0.862166666666667,8,6.89733333333333
"Leverett",2020-01-01,"SHOTS FIRED",0,6,0.524166666666667,6,3.145
"Leverett",2020-01-01,"SMOKE INVESTIGATION",0,3,0.6505,3,1.9515
"Leverett",2020-01-01,"SEX OFFENDER REGISTRATION",1,0,0.177166666666667,1,0.177166666666667
"Leverett",2020-01-01,"SUSPICIOUS PERSON",0,1,0.697333333333333,1,0.697333333333333
"Leverett",2020-01-01,"SUSPICIOUS PACKAGE",2,0,0.9665,2,1.933
"Leverett",2020-01-01,"SUSPICIOUS ACTIVITY",5,3,0.477333333333333,8,3.81866666666667
"Leverett",2020-01-01,"SUSPICIOUS VEHICLE",14,5,0.414333333333333,19,7.87233333333333
"Leverett",2020-01-01,"THREAT",1,2,0.549333333333333,3,1.648
"Leverett",2020-01-01,"TRAFFIC HAZARD",21,12,0.252166666666667,33,8.3215
"Leverett",2020-01-01,"TRAFFIC CONTROL",77,1,0.632166666666667,78,49.309
"Leverett",2020-01-01,"TRESPASS",1,0,0.158666666666667,1,0.158666666666667
"Leverett",2020-01-01,"UNWANTED PERSON",0,3,1.8825,3,5.6475
"Leverett",2020-01-01,"VANDALISM",3,2,1.0065,5,5.0325
"Leverett",2021-01-01,"209A SERVICE",6,0,0.104,6,0.624
"Leverett",2021-01-01,"209A VIOLATION",1,0,0.6,1,0.6
"Leverett",2021-01-01,"ABANDONED 911 CALL",0,2,0.200333333333333,2,0.400666666666667
"Leverett",2021-01-01,"911 CALL",0,28,0.229166666666667,28,6.41666666666667
"Leverett",2021-01-01,"911 HANG UP",0,9,0.671,9,6.039
"Leverett",2021-01-01,"911 MIS DIAL",0,10,0.1905,10,1.905
"Leverett",2021-01-01,"ABANDONED MV",0,1,0.3455,1,0.3455
"Leverett",2021-01-01,"ADMINISTRATIVE",69,0,0.671666666666667,69,46.345
"Leverett",2021-01-01,"ALARM BURGLAR OR HOLDUP",0,35,0.237166666666667,35,8.30083333333333
"Leverett",2021-01-01,"EMS ALARM - LIFELINE ACTIVATED",0,4,0.262333333333333,4,1.04933333333333
"Leverett",2021-01-01,"FIRE ALARM",0,12,0.387666666666667,12,4.652
"Leverett",2021-01-01,"ANIMAL COMPLAINT",16,34,0.396833333333333,50,19.8416666666667
"Leverett",2021-01-01,"ASSIST CITIZEN",36,24,0.456666666666667,60,27.4
"Leverett",2021-01-01,"ASSIST OTHER AGENCY",14,11,0.574166666666667,25,14.3541666666667
"Leverett",2021-01-01,"ASSAULT",0,1,0.404833333333333,1,0.404833333333333
"Leverett",2021-01-01,"ARTICLES LOST",0,1,0,1,0
"Leverett",2021-01-01,"ARTICLES RECOVERED",4,4,0.430833333333333,8,3.44666666666667
"Leverett",2021-01-01,"BREAKING & ENTERING AUTO",0,1,0.405166666666667,1,0.405166666666667
"Leverett",2021-01-01,"BUILDING/LOCATION CHECK",598,10,0.100166666666667,608,60.9013333333333
"Leverett",2021-01-01,"BYLAW VIOLATION",1,0,0,1,0
"Leverett",2021-01-01,"CHIMNEY FIRE",0,5,0.6655,5,3.3275
"Leverett",2021-01-01,"CHECK WELFARE",6,16,0.5405,22,11.891
"Leverett",2021-01-01,"Civil Issue",1,1,0.422333333333333,2,0.844666666666667
"Leverett",2021-01-01,"CRUISER MAINTENANCE",51,0,0.179,51,9.129
"Leverett",2021-01-01,"CARBON MONOXIDE HAZARD",0,2,0.155166666666667,2,0.310333333333333
"Leverett",2021-01-01,"COMMUNITY POLICING",50,3,0.564333333333333,53,29.9096666666667
"Leverett",2021-01-01,"COMPLAINT",1,5,0.4685,6,2.811
"Leverett",2021-01-01,"COURT",2,0,0.821333333333333,2,1.64266666666667
"Leverett",2021-01-01,"CUSTODY ISSUE",0,1,0,1,0
"Leverett",2021-01-01,"Car vs. Deer",0,8,0.421,8,3.368
