"","Domain.Code","Domain","Area.Code","Area","Element.Code","Element","Item.Code","Item","Year.Code","Year","Unit","Value","Flag","Flag.Description","Total_production","Percentage_of_average"
"1","QA","Live Animals",2,"Afghanistan",5111,"Stocks",1107,"Asses",2015,2015,"Head",1481000,"","Official data",28050500,36.96
"2","QA","Live Animals",2,"Afghanistan",5111,"Stocks",1126,"Camels",2015,2015,"Head",170000,"","Official data",28050500,4.24
"3","QA","Live Animals",2,"Afghanistan",5111,"Stocks",866,"Cattle",2015,2015,"Head",5261000,"","Official data",28050500,131.29
"4","QA","Live Animals",2,"Afghanistan",5111,"Stocks",1016,"Goats",2015,2015,"Head",7723000,"","Official data",28050500,192.73
"5","QA","Live Animals",2,"Afghanistan",5111,"Stocks",1096,"Horses",2015,2015,"Head",173000,"","Official data",28050500,4.32
"6","QA","Live Animals",2,"Afghanistan",5111,"Stocks",1110,"Mules",2015,2015,"Head",24500,"","Official data",28050500,0.61
"7","QA","Live Animals",2,"Afghanistan",5111,"Stocks",976,"Sheep",2015,2015,"Head",13218000,"","Official data",28050500,329.86
"8","QA","Live Animals",3,"Albania",5111,"Stocks",1107,"Asses",2015,2015,"Head",60000,"*","Unofficial figure",NA,NA
"9","QA","Live Animals",3,"Albania",5111,"Stocks",946,"Buffaloes",2015,2015,"Head",108,"Im","FAO data based on imputation methodology",NA,NA
"10","QA","Live Animals",3,"Albania",5111,"Stocks",866,"Cattle",2015,2015,"Head",504200,"","Official data",NA,NA
"11","QA","Live Animals",3,"Albania",5111,"Stocks",1016,"Goats",2015,2015,"Head",932000,"","Official data",NA,NA
"12","QA","Live Animals",3,"Albania",5111,"Stocks",1096,"Horses",2015,2015,"Head",31000,"","Official data",NA,NA
"13","QA","Live Animals",3,"Albania",5111,"Stocks",1110,"Mules",2015,2015,"Head",NA,"M","Data not available",NA,NA
"14","QA","Live Animals",3,"Albania",5111,"Stocks",1034,"Pigs",2015,2015,"Head",171400,"","Official data",NA,NA
"15","QA","Live Animals",3,"Albania",5111,"Stocks",976,"Sheep",2015,2015,"Head",1918000,"","Official data",NA,NA
"16","QA","Live Animals",4,"Algeria",5111,"Stocks",1107,"Asses",2015,2015,"Head",122106,"","Official data",35827915,2.73
"17","QA","Live Animals",4,"Algeria",5111,"Stocks",1126,"Camels",2015,2015,"Head",362265,"","Official data",35827915,8.09
"18","QA","Live Animals",4,"Algeria",5111,"Stocks",866,"Cattle",2015,2015,"Head",2149549,"","Official data",35827915,48
"19","QA","Live Animals",4,"Algeria",5111,"Stocks",1016,"Goats",2015,2015,"Head",5013950,"","Official data",35827915,111.96
"20","QA","Live Animals",4,"Algeria",5111,"Stocks",1096,"Horses",2015,2015,"Head",42366,"","Official data",35827915,0.95
"21","QA","Live Animals",4,"Algeria",5111,"Stocks",1110,"Mules",2015,2015,"Head",20913,"","Official data",35827915,0.47
"22","QA","Live Animals",4,"Algeria",5111,"Stocks",1034,"Pigs",2015,2015,"Head",4993,"Im","FAO data based on imputation methodology",35827915,0.11
"23","QA","Live Animals",4,"Algeria",5111,"Stocks",976,"Sheep",2015,2015,"Head",28111773,"","Official data",35827915,627.71
"24","QA","Live Animals",5,"American Samoa",5111,"Stocks",866,"Cattle",2015,2015,"Head",110,"Im","FAO data based on imputation methodology",10610,2.07
"25","QA","Live Animals",5,"American Samoa",5111,"Stocks",1034,"Pigs",2015,2015,"Head",10500,"Im","FAO data based on imputation methodology",10610,197.93
"26","QA","Live Animals",7,"Angola",5111,"Stocks",1107,"Asses",2015,2015,"Head",4500,"Im","FAO data based on imputation methodology",13112221,0.21
"27","QA","Live Animals",7,"Angola",5111,"Stocks",866,"Cattle",2015,2015,"Head",4987725,"Im","FAO data based on imputation methodology",13112221,228.23
"28","QA","Live Animals",7,"Angola",5111,"Stocks",1016,"Goats",2015,2015,"Head",4386162,"Im","FAO data based on imputation methodology",13112221,200.71
"29","QA","Live Animals",7,"Angola",5111,"Stocks",1096,"Horses",2015,2015,"Head",1004,"Im","FAO data based on imputation methodology",13112221,0.05
"30","QA","Live Animals",7,"Angola",5111,"Stocks",1034,"Pigs",2015,2015,"Head",2611962,"Im","FAO data based on imputation methodology",13112221,119.52
"31","QA","Live Animals",7,"Angola",5111,"Stocks",976,"Sheep",2015,2015,"Head",1120868,"Im","FAO data based on imputation methodology",13112221,51.29
"32","QA","Live Animals",8,"Antigua and Barbuda",5111,"Stocks",1107,"Asses",2015,2015,"Head",1704,"Im","FAO data based on imputation methodology",53311,19.18
"33","QA","Live Animals",8,"Antigua and Barbuda",5111,"Stocks",866,"Cattle",2015,2015,"Head",5080,"Im","FAO data based on imputation methodology",53311,57.17
"34","QA","Live Animals",8,"Antigua and Barbuda",5111,"Stocks",1016,"Goats",2015,2015,"Head",26997,"Im","FAO data based on imputation methodology",53311,303.84
"35","QA","Live Animals",8,"Antigua and Barbuda",5111,"Stocks",1096,"Horses",2015,2015,"Head",493,"Im","FAO data based on imputation methodology",53311,5.55
"36","QA","Live Animals",8,"Antigua and Barbuda",5111,"Stocks",1034,"Pigs",2015,2015,"Head",4946,"Im","FAO data based on imputation methodology",53311,55.67
"37","QA","Live Animals",8,"Antigua and Barbuda",5111,"Stocks",976,"Sheep",2015,2015,"Head",14091,"Im","FAO data based on imputation methodology",53311,158.59
"38","QA","Live Animals",9,"Argentina",5111,"Stocks",1107,"Asses",2015,2015,"Head",99361,"Im","FAO data based on imputation methodology",78753388,0.88
"39","QA","Live Animals",9,"Argentina",5111,"Stocks",866,"Cattle",2015,2015,"Head",51429848,"","Official data",78753388,457.13
"40","QA","Live Animals",9,"Argentina",5111,"Stocks",1016,"Goats",2015,2015,"Head",4720674,"","Official data",78753388,41.96
"41","QA","Live Animals",9,"Argentina",5111,"Stocks",1096,"Horses",2015,2015,"Head",2447307,"","Official data",78753388,21.75
"42","QA","Live Animals",9,"Argentina",5111,"Stocks",1110,"Mules",2015,2015,"Head",185266,"Im","FAO data based on imputation methodology",78753388,1.65
"43","QA","Live Animals",9,"Argentina",5111,"Stocks",1034,"Pigs",2015,2015,"Head",5011446,"","Official data",78753388,44.54
"44","QA","Live Animals",9,"Argentina",5111,"Stocks",976,"Sheep",2015,2015,"Head",14859486,"","Official data",78753388,132.08
"45","QA","Live Animals",1,"Armenia",5111,"Stocks",1107,"Asses",2015,2015,"Head",3334,"","Official data",1592313,1.68
"46","QA","Live Animals",1,"Armenia",5111,"Stocks",946,"Buffaloes",2015,2015,"Head",720,"","Official data",1592313,0.36
"47","QA","Live Animals",1,"Armenia",5111,"Stocks",866,"Cattle",2015,2015,"Head",688553,"","Official data",1592313,345.94
"48","QA","Live Animals",1,"Armenia",5111,"Stocks",1016,"Goats",2015,2015,"Head",31891,"","Official data",1592313,16.02
"49","QA","Live Animals",1,"Armenia",5111,"Stocks",1096,"Horses",2015,2015,"Head",11430,"","Official data",1592313,5.74
"50","QA","Live Animals",1,"Armenia",5111,"Stocks",1110,"Mules",2015,2015,"Head",74,"","Official data",1592313,0.04
"51","QA","Live Animals",1,"Armenia",5111,"Stocks",1034,"Pigs",2015,2015,"Head",142432,"","Official data",1592313,71.56
"52","QA","Live Animals",1,"Armenia",5111,"Stocks",976,"Sheep",2015,2015,"Head",713879,"","Official data",1592313,358.66
"53","QA","Live Animals",22,"Aruba",5111,"Stocks",1016,"Goats",2015,2015,"Head",NA,"M","Data not available",NA,NA
"54","QA","Live Animals",22,"Aruba",5111,"Stocks",1096,"Horses",2015,2015,"Head",NA,"M","Data not available",NA,NA
"55","QA","Live Animals",22,"Aruba",5111,"Stocks",1034,"Pigs",2015,2015,"Head",NA,"M","Data not available",NA,NA
"56","QA","Live Animals",22,"Aruba",5111,"Stocks",976,"Sheep",2015,2015,"Head",NA,"M","Data not available",NA,NA
"57","QA","Live Animals",10,"Australia",5111,"Stocks",1107,"Asses",2015,2015,"Head",1957,"Im","FAO data based on imputation methodology",NA,NA
"58","QA","Live Animals",10,"Australia",5111,"Stocks",946,"Buffaloes",2015,2015,"Head",NA,"M","Data not available",NA,NA
"59","QA","Live Animals",10,"Australia",5111,"Stocks",866,"Cattle",2015,2015,"Head",27412872,"","Official data",NA,NA
"60","QA","Live Animals",10,"Australia",5111,"Stocks",1016,"Goats",2015,2015,"Head",3600000,"F","FAO estimate",NA,NA
"61","QA","Live Animals",10,"Australia",5111,"Stocks",1096,"Horses",2015,2015,"Head",271869,"Im","FAO data based on imputation methodology",NA,NA
"62","QA","Live Animals",10,"Australia",5111,"Stocks",1034,"Pigs",2015,2015,"Head",2272164,"","Official data",NA,NA
"63","QA","Live Animals",10,"Australia",5111,"Stocks",976,"Sheep",2015,2015,"Head",70909812,"","Official data",NA,NA
"64","QA","Live Animals",11,"Austria",5111,"Stocks",866,"Cattle",2015,2015,"Head",1961201,"","Official data",5337781,183.71
"65","QA","Live Animals",11,"Austria",5111,"Stocks",1016,"Goats",2015,2015,"Head",70705,"","Official data",5337781,6.62
"66","QA","Live Animals",11,"Austria",5111,"Stocks",1096,"Horses",2015,2015,"Head",88597,"Im","FAO data based on imputation methodology",5337781,8.3
"67","QA","Live Animals",11,"Austria",5111,"Stocks",1034,"Pigs",2015,2015,"Head",2868191,"","Official data",5337781,268.67
"68","QA","Live Animals",11,"Austria",5111,"Stocks",976,"Sheep",2015,2015,"Head",349087,"","Official data",5337781,32.7
"69","QA","Live Animals",52,"Azerbaijan",5111,"Stocks",1107,"Asses",2015,2015,"Head",35816,"","Official data",11500497,2.8
"70","QA","Live Animals",52,"Azerbaijan",5111,"Stocks",946,"Buffaloes",2015,2015,"Head",242294,"","Official data",11500497,18.96
"71","QA","Live Animals",52,"Azerbaijan",5111,"Stocks",1126,"Camels",2015,2015,"Head",242,"","Official data",11500497,0.02
"72","QA","Live Animals",52,"Azerbaijan",5111,"Stocks",866,"Cattle",2015,2015,"Head",2465997,"","Official data",11500497,192.98
"73","QA","Live Animals",52,"Azerbaijan",5111,"Stocks",1016,"Goats",2015,2015,"Head",651479,"","Official data",11500497,50.98
"74","QA","Live Animals",52,"Azerbaijan",5111,"Stocks",1096,"Horses",2015,2015,"Head",73741,"","Official data",11500497,5.77
"75","QA","Live Animals",52,"Azerbaijan",5111,"Stocks",1110,"Mules",2015,2015,"Head",103,"","Official data",11500497,0.01
"76","QA","Live Animals",52,"Azerbaijan",5111,"Stocks",1034,"Pigs",2015,2015,"Head",5217,"","Official data",11500497,0.41
"77","QA","Live Animals",52,"Azerbaijan",5111,"Stocks",976,"Sheep",2015,2015,"Head",8025608,"","Official data",11500497,628.06
"78","QA","Live Animals",12,"Bahamas",5111,"Stocks",866,"Cattle",2015,2015,"Head",747,"Im","FAO data based on imputation methodology",NA,NA
"79","QA","Live Animals",12,"Bahamas",5111,"Stocks",1016,"Goats",2015,2015,"Head",14998,"Im","FAO data based on imputation methodology",NA,NA
"80","QA","Live Animals",12,"Bahamas",5111,"Stocks",1096,"Horses",2015,2015,"Head",NA,"M","Data not available",NA,NA
"81","QA","Live Animals",12,"Bahamas",5111,"Stocks",1034,"Pigs",2015,2015,"Head",4996,"Im","FAO data based on imputation methodology",NA,NA
"82","QA","Live Animals",12,"Bahamas",5111,"Stocks",976,"Sheep",2015,2015,"Head",6614,"Im","FAO data based on imputation methodology",NA,NA
"83","QA","Live Animals",13,"Bahrain",5111,"Stocks",1107,"Asses",2015,2015,"Head",NA,"M","Data not available",NA,NA
"84","QA","Live Animals",13,"Bahrain",5111,"Stocks",1126,"Camels",2015,2015,"Head",1053,"Im","FAO data based on imputation methodology",NA,NA
"85","QA","Live Animals",13,"Bahrain",5111,"Stocks",866,"Cattle",2015,2015,"Head",9829,"Im","FAO data based on imputation methodology",NA,NA
"86","QA","Live Animals",13,"Bahrain",5111,"Stocks",1016,"Goats",2015,2015,"Head",18465,"Im","FAO data based on imputation methodology",NA,NA
"87","QA","Live Animals",13,"Bahrain",5111,"Stocks",976,"Sheep",2015,2015,"Head",39922,"Im","FAO data based on imputation methodology",NA,NA
"88","QA","Live Animals",16,"Bangladesh",5111,"Stocks",946,"Buffaloes",2015,2015,"Head",1464000,"","Official data",83190000,7.04
"89","QA","Live Animals",16,"Bangladesh",5111,"Stocks",866,"Cattle",2015,2015,"Head",23636000,"","Official data",83190000,113.65
"90","QA","Live Animals",16,"Bangladesh",5111,"Stocks",1016,"Goats",2015,2015,"Head",56000000,"F","FAO estimate",83190000,269.26
"91","QA","Live Animals",16,"Bangladesh",5111,"Stocks",976,"Sheep",2015,2015,"Head",2090000,"F","FAO estimate",83190000,10.05
"92","QA","Live Animals",14,"Barbados",5111,"Stocks",1107,"Asses",2015,2015,"Head",2230,"Im","FAO data based on imputation methodology",57442,27.18
"93","QA","Live Animals",14,"Barbados",5111,"Stocks",866,"Cattle",2015,2015,"Head",11010,"Im","FAO data based on imputation methodology",57442,134.17
"94","QA","Live Animals",14,"Barbados",5111,"Stocks",1016,"Goats",2015,2015,"Head",5400,"Im","FAO data based on imputation methodology",57442,65.81
"95","QA","Live Animals",14,"Barbados",5111,"Stocks",1096,"Horses",2015,2015,"Head",1239,"Im","FAO data based on imputation methodology",57442,15.1
"96","QA","Live Animals",14,"Barbados",5111,"Stocks",1110,"Mules",2015,2015,"Head",2000,"Im","FAO data based on imputation methodology",57442,24.37
"97","QA","Live Animals",14,"Barbados",5111,"Stocks",1034,"Pigs",2015,2015,"Head",22552,"Im","FAO data based on imputation methodology",57442,274.82
"98","QA","Live Animals",14,"Barbados",5111,"Stocks",976,"Sheep",2015,2015,"Head",13011,"Im","FAO data based on imputation methodology",57442,158.55
"99","QA","Live Animals",57,"Belarus",5111,"Stocks",1107,"Asses",2015,2015,"Head",9000,"F","FAO estimate",7787100,0.69
"100","QA","Live Animals",57,"Belarus",5111,"Stocks",866,"Cattle",2015,2015,"Head",4356500,"","Official data",7787100,335.67
"101","QA","Live Animals",57,"Belarus",5111,"Stocks",1016,"Goats",2015,2015,"Head",68500,"","Official data",7787100,5.28
"102","QA","Live Animals",57,"Belarus",5111,"Stocks",1096,"Horses",2015,2015,"Head",63600,"","Official data",7787100,4.9
"103","QA","Live Animals",57,"Belarus",5111,"Stocks",1034,"Pigs",2015,2015,"Head",3205400,"","Official data",7787100,246.98
"104","QA","Live Animals",57,"Belarus",5111,"Stocks",976,"Sheep",2015,2015,"Head",84100,"","Official data",7787100,6.48
"105","QA","Live Animals",255,"Belgium",5111,"Stocks",1107,"Asses",2015,2015,"Head",2,"Im","FAO data based on imputation methodology",9043368,0
"106","QA","Live Animals",255,"Belgium",5111,"Stocks",866,"Cattle",2015,2015,"Head",2503262,"","Official data",9043368,166.08
"107","QA","Live Animals",255,"Belgium",5111,"Stocks",1016,"Goats",2015,2015,"Head",43602,"Im","FAO data based on imputation methodology",9043368,2.89
"108","QA","Live Animals",255,"Belgium",5111,"Stocks",1096,"Horses",2015,2015,"Head",31662,"Im","FAO data based on imputation methodology",9043368,2.1
"109","QA","Live Animals",255,"Belgium",5111,"Stocks",1034,"Pigs",2015,2015,"Head",6364164,"","Official data",9043368,422.24
"110","QA","Live Animals",255,"Belgium",5111,"Stocks",976,"Sheep",2015,2015,"Head",100676,"Im","FAO data based on imputation methodology",9043368,6.68
"111","QA","Live Animals",23,"Belize",5111,"Stocks",866,"Cattle",2015,2015,"Head",95436,"Im","FAO data based on imputation methodology",142512,401.8
"112","QA","Live Animals",23,"Belize",5111,"Stocks",1016,"Goats",2015,2015,"Head",184,"Im","FAO data based on imputation methodology",142512,0.77
"113","QA","Live Animals",23,"Belize",5111,"Stocks",1096,"Horses",2015,2015,"Head",5800,"Im","FAO data based on imputation methodology",142512,24.42
"114","QA","Live Animals",23,"Belize",5111,"Stocks",1110,"Mules",2015,2015,"Head",4587,"Im","FAO data based on imputation methodology",142512,19.31
"115","QA","Live Animals",23,"Belize",5111,"Stocks",1034,"Pigs",2015,2015,"Head",22849,"Im","FAO data based on imputation methodology",142512,96.2
"116","QA","Live Animals",23,"Belize",5111,"Stocks",976,"Sheep",2015,2015,"Head",13656,"Im","FAO data based on imputation methodology",142512,57.49
"117","QA","Live Animals",53,"Benin",5111,"Stocks",1107,"Asses",2015,2015,"Head",619,"Im","FAO data based on imputation methodology",5421119,0.07
"118","QA","Live Animals",53,"Benin",5111,"Stocks",866,"Cattle",2015,2015,"Head",2280000,"","Official data",5421119,252.35
"119","QA","Live Animals",53,"Benin",5111,"Stocks",1016,"Goats",2015,2015,"Head",1795000,"","Official data",5421119,198.67
"120","QA","Live Animals",53,"Benin",5111,"Stocks",1096,"Horses",2015,2015,"Head",1140,"Im","FAO data based on imputation methodology",5421119,0.13
"121","QA","Live Animals",53,"Benin",5111,"Stocks",1034,"Pigs",2015,2015,"Head",448360,"","Official data",5421119,49.62
"122","QA","Live Animals",53,"Benin",5111,"Stocks",976,"Sheep",2015,2015,"Head",896000,"","Official data",5421119,99.17
"123","QA","Live Animals",17,"Bermuda",5111,"Stocks",1107,"Asses",2015,2015,"Head",6,"Im","FAO data based on imputation methodology",2829,1.27
"124","QA","Live Animals",17,"Bermuda",5111,"Stocks",866,"Cattle",2015,2015,"Head",666,"Im","FAO data based on imputation methodology",2829,141.25
"125","QA","Live Animals",17,"Bermuda",5111,"Stocks",1016,"Goats",2015,2015,"Head",351,"Im","FAO data based on imputation methodology",2829,74.44
"126","QA","Live Animals",17,"Bermuda",5111,"Stocks",1096,"Horses",2015,2015,"Head",1000,"Im","FAO data based on imputation methodology",2829,212.09
"127","QA","Live Animals",17,"Bermuda",5111,"Stocks",1110,"Mules",2015,2015,"Head",1,"Im","FAO data based on imputation methodology",2829,0.21
"128","QA","Live Animals",17,"Bermuda",5111,"Stocks",1034,"Pigs",2015,2015,"Head",805,"Im","FAO data based on imputation methodology",2829,170.73
"129","QA","Live Animals",18,"Bhutan",5111,"Stocks",1107,"Asses",2015,2015,"Head",17978,"Im","FAO data based on imputation methodology",411423,34.96
"130","QA","Live Animals",18,"Bhutan",5111,"Stocks",946,"Buffaloes",2015,2015,"Head",586,"","Official data",411423,1.14
"131","QA","Live Animals",18,"Bhutan",5111,"Stocks",866,"Cattle",2015,2015,"Head",303486,"","Official data",411423,590.12
"132","QA","Live Animals",18,"Bhutan",5111,"Stocks",1016,"Goats",2015,2015,"Head",41983,"","Official data",411423,81.63
"133","QA","Live Animals",18,"Bhutan",5111,"Stocks",1096,"Horses",2015,2015,"Head",14798,"","Official data",411423,28.77
"134","QA","Live Animals",18,"Bhutan",5111,"Stocks",1110,"Mules",2015,2015,"Head",5455,"","Official data",411423,10.61
"135","QA","Live Animals",18,"Bhutan",5111,"Stocks",1034,"Pigs",2015,2015,"Head",15727,"","Official data",411423,30.58
"136","QA","Live Animals",18,"Bhutan",5111,"Stocks",976,"Sheep",2015,2015,"Head",11410,"","Official data",411423,22.19
"137","QA","Live Animals",19,"Bolivia (Plurinational State of)",5111,"Stocks",1107,"Asses",2015,2015,"Head",635019,"Im","FAO data based on imputation methodology",22649014,19.63
"138","QA","Live Animals",19,"Bolivia (Plurinational State of)",5111,"Stocks",866,"Cattle",2015,2015,"Head",8948602,"","Official data",22649014,276.57
"139","QA","Live Animals",19,"Bolivia (Plurinational State of)",5111,"Stocks",1016,"Goats",2015,2015,"Head",2181219,"","Official data",22649014,67.41
"140","QA","Live Animals",19,"Bolivia (Plurinational State of)",5111,"Stocks",1096,"Horses",2015,2015,"Head",492128,"Im","FAO data based on imputation methodology",22649014,15.21
"141","QA","Live Animals",19,"Bolivia (Plurinational State of)",5111,"Stocks",1110,"Mules",2015,2015,"Head",82954,"Im","FAO data based on imputation methodology",22649014,2.56
"142","QA","Live Animals",19,"Bolivia (Plurinational State of)",5111,"Stocks",1034,"Pigs",2015,2015,"Head",2855489,"","Official data",22649014,88.25
"143","QA","Live Animals",19,"Bolivia (Plurinational State of)",5111,"Stocks",976,"Sheep",2015,2015,"Head",7453603,"","Official data",22649014,230.36
"144","QA","Live Animals",80,"Bosnia and Herzegovina",5111,"Stocks",866,"Cattle",2015,2015,"Head",454810,"","Official data",2128718,106.83
"145","QA","Live Animals",80,"Bosnia and Herzegovina",5111,"Stocks",1016,"Goats",2015,2015,"Head",72823,"","Official data",2128718,17.1
"146","QA","Live Animals",80,"Bosnia and Herzegovina",5111,"Stocks",1096,"Horses",2015,2015,"Head",16604,"","Official data",2128718,3.9
"147","QA","Live Animals",80,"Bosnia and Herzegovina",5111,"Stocks",1034,"Pigs",2015,2015,"Head",564251,"","Official data",2128718,132.53
"148","QA","Live Animals",80,"Bosnia and Herzegovina",5111,"Stocks",976,"Sheep",2015,2015,"Head",1020230,"","Official data",2128718,239.63
"149","QA","Live Animals",20,"Botswana",5111,"Stocks",1107,"Asses",2015,2015,"Head",178400,"","Official data",3410181,36.62
"150","QA","Live Animals",20,"Botswana",5111,"Stocks",866,"Cattle",2015,2015,"Head",1744166,"","Official data",3410181,358.02
"151","QA","Live Animals",20,"Botswana",5111,"Stocks",1016,"Goats",2015,2015,"Head",1205238,"","Official data",3410181,247.4
"152","QA","Live Animals",20,"Botswana",5111,"Stocks",1096,"Horses",2015,2015,"Head",32337,"","Official data",3410181,6.64
"153","QA","Live Animals",20,"Botswana",5111,"Stocks",1110,"Mules",2015,2015,"Head",3210,"Im","FAO data based on imputation methodology",3410181,0.66
"154","QA","Live Animals",20,"Botswana",5111,"Stocks",1034,"Pigs",2015,2015,"Head",4398,"","Official data",3410181,0.9
"155","QA","Live Animals",20,"Botswana",5111,"Stocks",976,"Sheep",2015,2015,"Head",242432,"","Official data",3410181,49.76
"156","QA","Live Animals",21,"Brazil",5111,"Stocks",1107,"Asses",2015,2015,"Head",911556,"Im","FAO data based on imputation methodology",292141700,2.5
"157","QA","Live Animals",21,"Brazil",5111,"Stocks",946,"Buffaloes",2015,2015,"Head",1370488,"","Official data",292141700,3.75
"158","QA","Live Animals",21,"Brazil",5111,"Stocks",866,"Cattle",2015,2015,"Head",215220508,"","Official data",292141700,589.36
"159","QA","Live Animals",21,"Brazil",5111,"Stocks",1016,"Goats",2015,2015,"Head",9620877,"","Official data",292141700,26.35
"160","QA","Live Animals",21,"Brazil",5111,"Stocks",1096,"Horses",2015,2015,"Head",5551288,"","Official data",292141700,15.2
"161","QA","Live Animals",21,"Brazil",5111,"Stocks",1110,"Mules",2015,2015,"Head",1261210,"Im","FAO data based on imputation methodology",292141700,3.45
"162","QA","Live Animals",21,"Brazil",5111,"Stocks",1034,"Pigs",2015,2015,"Head",39795222,"","Official data",292141700,108.98
"163","QA","Live Animals",21,"Brazil",5111,"Stocks",976,"Sheep",2015,2015,"Head",18410551,"","Official data",292141700,50.42
"164","QA","Live Animals",239,"British Virgin Islands",5111,"Stocks",1107,"Asses",2015,2015,"Head",300,"Im","FAO data based on imputation methodology",20500,10.24
"165","QA","Live Animals",239,"British Virgin Islands",5111,"Stocks",866,"Cattle",2015,2015,"Head",2400,"Im","FAO data based on imputation methodology",20500,81.95
"166","QA","Live Animals",239,"British Virgin Islands",5111,"Stocks",1016,"Goats",2015,2015,"Head",10000,"Im","FAO data based on imputation methodology",20500,341.46
"167","QA","Live Animals",239,"British Virgin Islands",5111,"Stocks",1096,"Horses",2015,2015,"Head",100,"Im","FAO data based on imputation methodology",20500,3.41
"168","QA","Live Animals",239,"British Virgin Islands",5111,"Stocks",1110,"Mules",2015,2015,"Head",100,"Im","FAO data based on imputation methodology",20500,3.41
"169","QA","Live Animals",239,"British Virgin Islands",5111,"Stocks",1034,"Pigs",2015,2015,"Head",1500,"Im","FAO data based on imputation methodology",20500,51.22
"170","QA","Live Animals",239,"British Virgin Islands",5111,"Stocks",976,"Sheep",2015,2015,"Head",6100,"Im","FAO data based on imputation methodology",20500,208.29
"171","QA","Live Animals",26,"Brunei Darussalam",5111,"Stocks",946,"Buffaloes",2015,2015,"Head",2942,"","Official data",16366,89.88
"172","QA","Live Animals",26,"Brunei Darussalam",5111,"Stocks",866,"Cattle",2015,2015,"Head",770,"","Official data",16366,23.52
"173","QA","Live Animals",26,"Brunei Darussalam",5111,"Stocks",1016,"Goats",2015,2015,"Head",7283,"","Official data",16366,222.5
"174","QA","Live Animals",26,"Brunei Darussalam",5111,"Stocks",1034,"Pigs",2015,2015,"Head",1253,"Im","FAO data based on imputation methodology",16366,38.28
"175","QA","Live Animals",26,"Brunei Darussalam",5111,"Stocks",976,"Sheep",2015,2015,"Head",4118,"Im","FAO data based on imputation methodology",16366,125.81
"176","QA","Live Animals",27,"Bulgaria",5111,"Stocks",1107,"Asses",2015,2015,"Head",20000,"F","FAO estimate",2826604,5.66
"177","QA","Live Animals",27,"Bulgaria",5111,"Stocks",946,"Buffaloes",2015,2015,"Head",9555,"","Official data",2826604,2.7
"178","QA","Live Animals",27,"Bulgaria",5111,"Stocks",866,"Cattle",2015,2015,"Head",552807,"","Official data",2826604,156.46
"179","QA","Live Animals",27,"Bulgaria",5111,"Stocks",1016,"Goats",2015,2015,"Head",292644,"","Official data",2826604,82.83
"180","QA","Live Animals",27,"Bulgaria",5111,"Stocks",1096,"Horses",2015,2015,"Head",61667,"Im","FAO data based on imputation methodology",2826604,17.45
"181","QA","Live Animals",27,"Bulgaria",5111,"Stocks",1110,"Mules",2015,2015,"Head",1534,"Im","FAO data based on imputation methodology",2826604,0.43
"182","QA","Live Animals",27,"Bulgaria",5111,"Stocks",1034,"Pigs",2015,2015,"Head",553114,"","Official data",2826604,156.55
"183","QA","Live Animals",27,"Bulgaria",5111,"Stocks",976,"Sheep",2015,2015,"Head",1335283,"","Official data",2826604,377.92
"184","QA","Live Animals",233,"Burkina Faso",5111,"Stocks",1107,"Asses",2015,2015,"Head",1159571,"","Official data",36748126,22.09
"185","QA","Live Animals",233,"Burkina Faso",5111,"Stocks",1126,"Camels",2015,2015,"Head",18727,"","Official data",36748126,0.36
"186","QA","Live Animals",233,"Burkina Faso",5111,"Stocks",866,"Cattle",2015,2015,"Head",9272510,"","Official data",36748126,176.63
"187","QA","Live Animals",233,"Burkina Faso",5111,"Stocks",1016,"Goats",2015,2015,"Head",14308172,"","Official data",36748126,272.55
"188","QA","Live Animals",233,"Burkina Faso",5111,"Stocks",1096,"Horses",2015,2015,"Head",40395,"","Official data",36748126,0.77
"189","QA","Live Animals",233,"Burkina Faso",5111,"Stocks",1034,"Pigs",2015,2015,"Head",2392695,"","Official data",36748126,45.58
"190","QA","Live Animals",233,"Burkina Faso",5111,"Stocks",976,"Sheep",2015,2015,"Head",9556056,"","Official data",36748126,182.03
"191","QA","Live Animals",29,"Burundi",5111,"Stocks",866,"Cattle",2015,2015,"Head",796530,"","Official data",4083555,78.02
"192","QA","Live Animals",29,"Burundi",5111,"Stocks",1016,"Goats",2015,2015,"Head",2357387,"","Official data",4083555,230.92
"193","QA","Live Animals",29,"Burundi",5111,"Stocks",1034,"Pigs",2015,2015,"Head",529998,"","Official data",4083555,51.92
"194","QA","Live Animals",29,"Burundi",5111,"Stocks",976,"Sheep",2015,2015,"Head",399640,"","Official data",4083555,39.15
"195","QA","Live Animals",35,"Cabo Verde",5111,"Stocks",1107,"Asses",2015,2015,"Head",15611,"Im","FAO data based on imputation methodology",339699,32.17
"196","QA","Live Animals",35,"Cabo Verde",5111,"Stocks",866,"Cattle",2015,2015,"Head",22852,"","Official data",339699,47.09
"197","QA","Live Animals",35,"Cabo Verde",5111,"Stocks",1016,"Goats",2015,2015,"Head",200661,"","Official data",339699,413.49
"198","QA","Live Animals",35,"Cabo Verde",5111,"Stocks",1096,"Horses",2015,2015,"Head",550,"Im","FAO data based on imputation methodology",339699,1.13
"199","QA","Live Animals",35,"Cabo Verde",5111,"Stocks",1110,"Mules",2015,2015,"Head",1882,"Im","FAO data based on imputation methodology",339699,3.88
