Table 1
State,County,Studio,1 Bedroom,2 Bedroom,3 Bedroom,4 Bedroom
Indiana,Vanderburgh,$ 597,$ 670,$ 845,"$ 1,107","$ 1,222"
Indiana,Vermillion,$ 546,$ 636,$ 795,"$ 1,010","$ 1,229"
Indiana,Vigo,$ 546,$ 636,$ 795,"$ 1,010","$ 1,229"
Indiana,Wabash,$ 520,$ 565,$ 744,$ 925,"$ 1,009"
Indiana,Warren,$ 512,$ 555,$ 732,"$ 1,048","$ 1,267"
Indiana,Warrick,$ 597,$ 670,$ 845,"$ 1,107","$ 1,222"
Indiana,Washington,$ 517,$ 555,$ 732,"$ 1,039","$ 1,055"
Indiana,Wayne,$ 483,$ 555,$ 732,$ 930,"$ 1,039"
Indiana,Wells,$ 526,$ 632,$ 784,"$ 1,003","$ 1,108"
Indiana,White,$ 526,$ 571,$ 752,"$ 1,016","$ 1,020"
Indiana,Whitley,$ 526,$ 632,$ 784,"$ 1,003","$ 1,108"
Iowa,Adair,$ 519,$ 543,$ 715,"$ 1,023","$ 1,035"
Iowa,Adams,$ 531,$ 555,$ 731,$ 909,"$ 1,035"
Iowa,Allamakee,$ 519,$ 543,$ 715,$ 938,"$ 1,034"
Iowa,Appanoose,$ 519,$ 543,$ 715,$ 924,$ 980
Iowa,Audubon,$ 519,$ 543,$ 715,$ 889,$ 970
Iowa,Benton,$ 472,$ 545,$ 715,$ 935,"$ 1,072"
Iowa,Black Hawk,$ 592,$ 670,$ 839,"$ 1,111","$ 1,413"
Iowa,Boone,$ 572,$ 626,$ 788,"$ 1,037","$ 1,226"
Iowa,Bremer,$ 540,$ 578,$ 762,$ 948,"$ 1,033"
Iowa,Buchanan,$ 510,$ 585,$ 741,$ 968,"$ 1,005"
Iowa,Buena Vista,$ 472,$ 561,$ 715,$ 965,"$ 1,020"
Iowa,Butler,$ 519,$ 548,$ 715,$ 967,$ 970
Iowa,Calhoun,$ 519,$ 627,$ 715,$ 889,"$ 1,046"
Iowa,Carroll,$ 519,$ 543,$ 715,$ 966,$ 970
Iowa,Cass,$ 519,$ 625,$ 715,$ 922,$ 973
Iowa,Cedar,$ 575,$ 601,$ 792,$ 996,"$ 1,074"
Iowa,Cerro Gordo,$ 511,$ 588,$ 775,"$ 1,004","$ 1,210"
Iowa,Cherokee,$ 519,$ 574,$ 715,"$ 1,023","$ 1,147"
Iowa,Chickasaw,$ 519,$ 596,$ 715,"$ 1,023","$ 1,167"
Iowa,Clarke,$ 569,$ 595,$ 784,$ 997,"$ 1,075"
Iowa,Clay,$ 524,$ 548,$ 722,"$ 1,016","$ 1,209"
Iowa,Clayton,$ 473,$ 544,$ 717,$ 892,$ 972
Iowa,Clinton,$ 528,$ 590,$ 768,$ 958,"$ 1,041"
Iowa,Crawford,$ 519,$ 562,$ 715,$ 889,$ 970
Iowa,Dallas,$ 608,$ 738,$ 902,"$ 1,232","$ 1,313"
Iowa,Davis,$ 519,$ 606,$ 715,$ 934,$ 972
Iowa,Decatur,$ 530,$ 543,$ 715,$ 910,"$ 1,218"
Iowa,Delaware,$ 519,$ 543,$ 715,"$ 1,023","$ 1,156"
Iowa,Des Moines,$ 567,$ 653,$ 860,"$ 1,085","$ 1,361"
Iowa,Dickinson,$ 576,$ 602,$ 794,"$ 1,034","$ 1,077"
Iowa,Dubuque,$ 532,$ 612,$ 806,"$ 1,065","$ 1,376"
Iowa,Emmet,$ 519,$ 543,$ 715,$ 976,$ 980
Iowa,Fayette,$ 472,$ 543,$ 715,$ 889,$ 970
Iowa,Floyd,$ 519,$ 564,$ 715,"$ 1,008","$ 1,068"
Iowa,Franklin,$ 519,$ 543,$ 715,$ 966,$ 970
Iowa,Fremont,$ 519,$ 543,$ 715,$ 925,"$ 1,014"
Iowa,Greene,$ 519,$ 543,$ 715,$ 969,"$ 1,028"
Iowa,Grundy,$ 592,$ 670,$ 839,"$ 1,111","$ 1,413"
Iowa,Guthrie,$ 608,$ 738,$ 902,"$ 1,232","$ 1,313"
Iowa,Hamilton,$ 547,$ 578,$ 754,$ 938,"$ 1,121"
Iowa,Hancock,$ 519,$ 571,$ 715,$ 948,"$ 1,231"
Iowa,Hardin,$ 519,$ 543,$ 715,$ 984,"$ 1,003"
Iowa,Harrison,$ 695,$ 798,$ 987,"$ 1,325","$ 1,478"
Iowa,Henry,$ 550,$ 630,$ 758,"$ 1,024","$ 1,028"
Iowa,Howard,$ 519,$ 627,$ 715,$ 970,"$ 1,011"
Iowa,Humboldt,$ 519,$ 543,$ 715,"$ 1,023","$ 1,043"
Iowa,Ida,$ 519,$ 543,$ 715,$ 929,"$ 1,047"
Iowa,Iowa,$ 519,$ 566,$ 715,"$ 1,023","$ 1,238"
Iowa,Jackson,$ 519,$ 564,$ 715,"$ 1,023","$ 1,123"
Iowa,Jasper,$ 558,$ 583,$ 768,"$ 1,048","$ 1,206"
Iowa,Jefferson,$ 546,$ 571,$ 752,"$ 1,025","$ 1,302"
Iowa,Johnson,$ 735,$ 803,"$ 1,036","$ 1,483","$ 1,794"
Iowa,Jones,$ 472,$ 543,$ 715,$ 966,$ 970
Iowa,Keokuk,$ 519,$ 562,$ 715,$ 914,"$ 1,053"
Iowa,Kossuth,$ 539,$ 543,$ 715,$ 914,$ 970
Iowa,Lee,$ 474,$ 564,$ 718,$ 957,"$ 1,149"
Iowa,Linn,$ 524,$ 602,$ 794,"$ 1,134","$ 1,272"
Iowa,Louisa,$ 475,$ 554,$ 720,$ 920,$ 976
Iowa,Lucas,$ 608,$ 635,$ 837,"$ 1,041","$ 1,135"
Iowa,Lyon,$ 519,$ 543,$ 715,$ 891,"$ 1,106"
Iowa,Madison,$ 608,$ 738,$ 902,"$ 1,232","$ 1,313"
Iowa,Mahaska,$ 558,$ 561,$ 717,$ 894,"$ 1,002"
Iowa,Marion,$ 531,$ 627,$ 805,"$ 1,001","$ 1,117"
Iowa,Marshall,$ 535,$ 610,$ 776,$ 993,"$ 1,052"
Iowa,Mills,$ 695,$ 798,$ 987,"$ 1,325","$ 1,478"
Iowa,Mitchell,$ 519,$ 543,$ 715,$ 889,$ 970
Iowa,Monona,$ 539,$ 543,$ 715,$ 921,"$ 1,077"
Iowa,Monroe,$ 545,$ 570,$ 751,$ 934,"$ 1,029"
Iowa,Montgomery,$ 519,$ 543,$ 715,$ 897,$ 970
Iowa,Muscatine,$ 602,$ 692,$ 912,"$ 1,146","$ 1,388"
Iowa,O'Brien,$ 519,$ 543,$ 715,$ 966,$ 970
Iowa,Osceola,$ 519,$ 543,$ 715,$ 889,$ 970
Iowa,Page,$ 519,$ 543,$ 715,$ 938,"$ 1,197"
Iowa,Palo Alto,$ 519,$ 543,$ 715,$ 889,"$ 1,078"
Iowa,Plymouth,$ 472,$ 592,$ 715,"$ 1,023","$ 1,053"
Iowa,Pocahontas,$ 519,$ 543,$ 715,$ 889,$ 970
Iowa,Polk,$ 608,$ 738,$ 902,"$ 1,232","$ 1,313"
Iowa,Pottawattamie,$ 695,$ 798,$ 987,"$ 1,325","$ 1,478"
Iowa,Poweshiek,$ 555,$ 589,$ 765,"$ 1,024","$ 1,078"
Iowa,Ringgold,$ 519,$ 543,$ 715,"$ 1,018","$ 1,021"
Iowa,Sac,$ 519,$ 551,$ 715,"$ 1,012","$ 1,067"
Iowa,Scott,$ 517,$ 626,$ 784,"$ 1,047","$ 1,183"
Iowa,Shelby,$ 519,$ 543,$ 715,"$ 1,001","$ 1,100"
Iowa,Sioux,$ 519,$ 550,$ 715,$ 966,$ 970
Iowa,Story,$ 749,$ 752,$ 903,"$ 1,282","$ 1,481"
Iowa,Tama,$ 483,$ 550,$ 725,$ 902,"$ 1,106"
Iowa,Taylor,$ 472,$ 543,$ 715,$ 889,"$ 1,021"
Iowa,Union,$ 606,$ 610,$ 715,"$ 1,017","$ 1,021"
Iowa,Van Buren,$ 519,$ 627,$ 715,$ 976,$ 980
Iowa,Wapello,$ 563,$ 576,$ 759,$ 967,"$ 1,134"
Iowa,Warren,$ 608,$ 738,$ 902,"$ 1,232","$ 1,313"
Iowa,Washington,$ 584,$ 621,$ 819,"$ 1,019","$ 1,171"
Iowa,Wayne,$ 519,$ 543,$ 715,$ 889,$ 970
Iowa,Webster,$ 539,$ 543,$ 715,$ 983,$ 986
Iowa,Winnebago,$ 519,$ 543,$ 715,$ 944,$ 975
Iowa,Winneshiek,$ 519,$ 543,$ 715,$ 966,$ 970
Iowa,Woodbury,$ 549,$ 631,$ 832,"$ 1,035","$ 1,128"
Iowa,Worth,$ 519,$ 604,$ 715,"$ 1,019","$ 1,221"
Iowa,Wright,$ 519,$ 543,$ 715,$ 889,$ 970
Kansas,Allen,$ 541,$ 545,$ 718,$ 893,$ 992
Kansas,Anderson,$ 543,$ 545,$ 718,$ 896,"$ 1,199"
Kansas,Atchison,$ 543,$ 545,$ 718,$ 893,"$ 1,024"
Kansas,Barber,$ 543,$ 545,$ 718,$ 906,$ 974
Kansas,Barton,$ 541,$ 545,$ 718,$ 941,"$ 1,017"
Kansas,Bourbon,$ 541,$ 545,$ 718,$ 951,$ 974
Kansas,Brown,$ 543,$ 545,$ 718,$ 928,"$ 1,031"
Kansas,Butler,$ 563,$ 658,$ 854,"$ 1,153","$ 1,412"
Kansas,Chase,$ 543,$ 545,$ 718,$ 893,"$ 1,042"
Kansas,Chautauqua,$ 543,$ 545,$ 718,$ 931,"$ 1,042"
Kansas,Cherokee,$ 547,$ 549,$ 724,$ 901,$ 982
Kansas,Cheyenne,$ 543,$ 630,$ 718,"$ 1,028","$ 1,121"
Kansas,Clark,$ 620,$ 622,$ 820,"$ 1,065","$ 1,112"
Kansas,Clay,$ 565,$ 569,$ 750,"$ 1,012","$ 1,134"
Kansas,Cloud,$ 543,$ 545,$ 718,$ 921,"$ 1,009"
Kansas,Coffey,$ 543,$ 561,$ 718,$ 955,"$ 1,138"
Kansas,Comanche,$ 543,$ 545,$ 718,$ 933,"$ 1,042"
Kansas,Cowley,$ 544,$ 546,$ 720,$ 953,"$ 1,012"
Kansas,Crawford,$ 558,$ 562,$ 740,"$ 1,045","$ 1,047"
Kansas,Decatur,$ 543,$ 545,$ 718,$ 992,"$ 1,158"
Kansas,Dickinson,$ 541,$ 545,$ 718,$ 970,$ 974
Kansas,Doniphan,$ 539,$ 620,$ 817,"$ 1,096","$ 1,169"
Kansas,Douglas,$ 712,$ 756,$ 950,"$ 1,360","$ 1,645"
Kansas,Edwards,$ 543,$ 545,$ 718,$ 893,"$ 1,042"
Kansas,Elk,$ 543,$ 598,$ 718,$ 893,"$ 1,243"
Kansas,Ellis,$ 559,$ 562,$ 740,$ 925,"$ 1,253"
Kansas,Ellsworth,$ 543,$ 571,$ 718,$ 970,$ 974
Kansas,Finney,$ 606,$ 611,$ 802,"$ 1,033","$ 1,151"
Kansas,Ford,$ 594,$ 596,$ 786,"$ 1,040","$ 1,125"
Kansas,Franklin,$ 555,$ 613,$ 808,"$ 1,005","$ 1,142"
Kansas,Geary,$ 683,$ 687,$ 906,"$ 1,297","$ 1,569"
Kansas,Gove,$ 543,$ 590,$ 718,$ 893,$ 997
Kansas,Graham,$ 543,$ 629,$ 718,$ 987,"$ 1,042"
Kansas,Grant,$ 543,$ 545,$ 718,$ 933,"$ 1,042"
Kansas,Gray,$ 543,$ 549,$ 718,$ 893,"$ 1,007"
Kansas,Greeley,$ 543,$ 545,$ 718,$ 933,"$ 1,042"
Kansas,Greenwood,$ 543,$ 590,$ 718,$ 971,"$ 1,042"
Kansas,Hamilton,$ 543,$ 545,$ 718,$ 893,$ 974
Kansas,Harper,$ 543,$ 545,$ 718,$ 893,"$ 1,152"
Kansas,Harvey,$ 563,$ 658,$ 854,"$ 1,153","$ 1,412"
Kansas,Haskell,$ 543,$ 545,$ 718,$ 893,"$ 1,042"
Kansas,Hodgeman,$ 543,$ 545,$ 718,$ 970,$ 974
Kansas,Jackson,$ 604,$ 608,$ 801,"$ 1,027","$ 1,219"
Kansas,Jefferson,$ 604,$ 608,$ 801,"$ 1,027","$ 1,219"
Kansas,Jewell,$ 543,$ 616,$ 718,$ 945,$ 974
Kansas,Johnson,$ 731,$ 857,"$ 1,021","$ 1,364","$ 1,552"
Kansas,Kearny,$ 543,$ 545,$ 718,$ 893,"$ 1,042"
Kansas,Kingman,$ 474,$ 599,$ 718,"$ 1,028","$ 1,104"
Kansas,Kiowa,$ 543,$ 630,$ 718,$ 941,"$ 1,243"
Kansas,Labette,$ 474,$ 545,$ 718,$ 966,$ 999
Kansas,Lane,$ 543,$ 545,$ 718,$ 893,"$ 1,042"
Kansas,Leavenworth,$ 731,$ 857,"$ 1,021","$ 1,364","$ 1,552"
Kansas,Lincoln,$ 543,$ 570,$ 718,$ 893,"$ 1,042"
Kansas,Linn,$ 731,$ 857,"$ 1,021","$ 1,364","$ 1,552"
Kansas,Logan,$ 543,$ 545,$ 718,"$ 1,019","$ 1,058"
Kansas,Lyon,$ 474,$ 545,$ 718,$ 988,"$ 1,161"
Kansas,McPherson,$ 543,$ 545,$ 718,$ 893,$ 974
Kansas,Marion,$ 543,$ 545,$ 718,$ 962,"$ 1,243"
Kansas,Marshall,$ 563,$ 565,$ 745,$ 957,"$ 1,010"
Kansas,Meade,$ 543,$ 555,$ 718,$ 970,$ 974
Kansas,Miami,$ 731,$ 857,"$ 1,021","$ 1,364","$ 1,552"
Kansas,Mitchell,$ 543,$ 545,$ 718,$ 893,"$ 1,042"
Kansas,Montgomery,$ 541,$ 545,$ 718,$ 958,"$ 1,114"
Kansas,Morris,$ 543,$ 545,$ 718,$ 893,"$ 1,042"
Kansas,Morton,$ 543,$ 545,$ 718,$ 975,$ 979
Kansas,Nemaha,$ 474,$ 553,$ 718,$ 983,"$ 1,041"
Kansas,Neosho,$ 551,$ 556,$ 718,$ 978,"$ 1,000"
Kansas,Ness,$ 543,$ 630,$ 718,$ 985,$ 989
Kansas,Norton,$ 543,$ 630,$ 718,$ 911,"$ 1,042"
Kansas,Osage,$ 604,$ 608,$ 801,"$ 1,027","$ 1,219"
Kansas,Osborne,$ 543,$ 594,$ 718,"$ 1,028","$ 1,042"
Kansas,Ottawa,$ 561,$ 563,$ 742,$ 923,"$ 1,006"
Kansas,Pawnee,$ 543,$ 630,$ 718,"$ 1,012","$ 1,042"
Kansas,Phillips,$ 615,$ 630,$ 718,$ 893,$ 974
Kansas,Pottawatomie,$ 715,$ 720,$ 907,"$ 1,203","$ 1,570"
Kansas,Pratt,$ 553,$ 579,$ 732,"$ 1,000","$ 1,267"
Kansas,Rawlins,$ 543,$ 545,$ 718,$ 893,$ 974
Kansas,Reno,$ 517,$ 595,$ 784,$ 975,"$ 1,110"
Kansas,Republic,$ 543,$ 625,$ 718,"$ 1,005","$ 1,043"
Kansas,Rice,$ 543,$ 602,$ 718,"$ 1,028","$ 1,198"
Kansas,Riley,$ 715,$ 720,$ 907,"$ 1,203","$ 1,570"
Kansas,Rooks,$ 543,$ 545,$ 718,$ 893,$ 974
Kansas,Rush,$ 543,$ 589,$ 718,"$ 1,028","$ 1,243"
Kansas,Russell,$ 543,$ 545,$ 718,$ 963,"$ 1,042"
Kansas,Saline,$ 546,$ 610,$ 804,"$ 1,022","$ 1,285"
Kansas,Scott,$ 543,$ 545,$ 718,$ 915,"$ 1,198"
Kansas,Sedgwick,$ 563,$ 658,$ 854,"$ 1,153","$ 1,412"
Kansas,Seward,$ 593,$ 595,$ 784,$ 975,"$ 1,099"
Kansas,Shawnee,$ 604,$ 608,$ 801,"$ 1,027","$ 1,219"
Kansas,Sheridan,$ 543,$ 579,$ 718,"$ 1,028","$ 1,042"
Kansas,Sherman,$ 593,$ 595,$ 784,$ 975,"$ 1,138"
Kansas,Smith,$ 543,$ 630,$ 718,"$ 1,023","$ 1,042"
Kansas,Stafford,$ 543,$ 545,$ 718,$ 893,$ 974
Kansas,Stanton,$ 547,$ 549,$ 724,$ 940,"$ 1,051"
Kansas,Stevens,$ 550,$ 552,$ 728,$ 905,"$ 1,126"
Kansas,Sumner,$ 501,$ 576,$ 759,"$ 1,002","$ 1,224"
Kansas,Thomas,$ 543,$ 545,$ 718,$ 987,"$ 1,042"
Kansas,Trego,$ 543,$ 545,$ 718,$ 893,"$ 1,042"
Kansas,Wabaunsee,$ 604,$ 608,$ 801,"$ 1,027","$ 1,219"
Kansas,Wallace,$ 543,$ 545,$ 718,$ 903,"$ 1,042"
Kansas,Washington,$ 543,$ 592,$ 718,$ 893,"$ 1,076"
Kansas,Wichita,$ 543,$ 545,$ 718,"$ 1,028","$ 1,042"
Kansas,Wilson,$ 543,$ 545,$ 718,"$ 1,028","$ 1,243"
Kansas,Woodson,$ 543,$ 545,$ 718,$ 893,"$ 1,042"
Kansas,Wyandotte,$ 731,$ 857,"$ 1,021","$ 1,364","$ 1,552"
Kentucky,Adair,$ 500,$ 503,$ 663,$ 925,"$ 1,142"
Kentucky,Allen,$ 520,$ 524,$ 690,$ 910,"$ 1,147"
Kentucky,Anderson,$ 536,$ 635,$ 748,"$ 1,018","$ 1,022"
Kentucky,Ballard,$ 498,$ 527,$ 695,$ 864,$ 999
Kentucky,Barren,$ 494,$ 551,$ 689,$ 925,$ 934
Kentucky,Bath,$ 485,$ 530,$ 677,$ 842,$ 963
Kentucky,Bell,$ 475,$ 575,$ 663,$ 896,$ 899
Kentucky,Boone,$ 604,$ 698,$ 916,"$ 1,244","$ 1,425"
Kentucky,Bourbon,$ 630,$ 728,$ 910,"$ 1,256","$ 1,531"
Kentucky,Boyd,$ 553,$ 652,$ 791,"$ 1,063","$ 1,213"
Kentucky,Boyle,$ 531,$ 562,$ 740,"$ 1,015","$ 1,281"
Kentucky,Bracken,$ 604,$ 698,$ 916,"$ 1,244","$ 1,425"
Kentucky,Breathitt,$ 475,$ 503,$ 663,$ 844,$ 901
Kentucky,Breckinridge,$ 554,$ 557,$ 663,$ 825,$ 899
Kentucky,Bullitt,$ 649,$ 760,$ 918,"$ 1,229","$ 1,408"
Kentucky,Butler,$ 500,$ 503,$ 663,$ 940,"$ 1,083"
Kentucky,Caldwell,$ 475,$ 582,$ 663,$ 825,$ 899
Kentucky,Calloway,$ 538,$ 619,$ 816,"$ 1,042","$ 1,107"
Kentucky,Campbell,$ 604,$ 698,$ 916,"$ 1,244","$ 1,425"
Kentucky,Carlisle,$ 475,$ 556,$ 663,$ 833,$ 901
Kentucky,Carroll,$ 475,$ 582,$ 663,$ 898,$ 901
Kentucky,Carter,$ 475,$ 503,$ 663,$ 825,$ 939
Kentucky,Casey,$ 475,$ 578,$ 663,$ 855,$ 948
Kentucky,Christian,$ 576,$ 689,$ 872,"$ 1,248","$ 1,510"
Kentucky,Clark,$ 630,$ 728,$ 910,"$ 1,256","$ 1,531"
Kentucky,Clay,$ 568,$ 574,$ 663,$ 949,"$ 1,148"
Kentucky,Clinton,$ 475,$ 542,$ 663,$ 878,$ 899
Kentucky,Crittenden,$ 475,$ 503,$ 663,$ 898,$ 901
Kentucky,Cumberland,$ 437,$ 515,$ 663,$ 825,$ 901
Kentucky,Daviess,$ 598,$ 623,$ 821,"$ 1,075","$ 1,113"
Kentucky,Edmonson,$ 656,$ 660,$ 841,"$ 1,065","$ 1,418"
Kentucky,Elliott,$ 475,$ 503,$ 663,$ 841,$ 901
Kentucky,Estill,$ 475,$ 503,$ 663,$ 825,$ 955
Kentucky,Fayette,$ 630,$ 728,$ 910,"$ 1,256","$ 1,531"
Kentucky,Fleming,$ 475,$ 503,$ 663,$ 825,"$ 1,137"
Kentucky,Floyd,$ 475,$ 503,$ 663,$ 825,"$ 1,046"
Kentucky,Franklin,$ 530,$ 654,$ 783,"$ 1,047","$ 1,300"
Kentucky,Fulton,$ 475,$ 520,$ 663,$ 851,$ 901
Kentucky,Gallatin,$ 604,$ 698,$ 916,"$ 1,244","$ 1,425"
Kentucky,Garrard,$ 511,$ 556,$ 712,$ 886,"$ 1,054"
Kentucky,Grant,$ 639,$ 690,$ 786,"$ 1,125","$ 1,361"
Kentucky,Graves,$ 475,$ 503,$ 663,$ 896,$ 899
Kentucky,Grayson,$ 544,$ 551,$ 663,$ 913,"$ 1,003"
Kentucky,Green,$ 475,$ 503,$ 663,$ 825,$ 899
Kentucky,Greenup,$ 553,$ 652,$ 791,"$ 1,063","$ 1,213"
Kentucky,Hancock,$ 598,$ 623,$ 821,"$ 1,075","$ 1,113"
Kentucky,Hardin,$ 638,$ 642,$ 846,"$ 1,211","$ 1,465"
Kentucky,Harlan,$ 437,$ 548,$ 663,$ 943,$ 947
Kentucky,Harrison,$ 475,$ 503,$ 663,$ 893,$ 932
Kentucky,Hart,$ 500,$ 503,$ 663,$ 858,"$ 1,080"
Kentucky,Henderson,$ 597,$ 670,$ 845,"$ 1,107","$ 1,222"
Kentucky,Henry,$ 649,$ 760,$ 918,"$ 1,229","$ 1,408"
Kentucky,Hickman,$ 475,$ 515,$ 663,$ 881,$ 901
Kentucky,Hopkins,$ 523,$ 531,$ 700,$ 943,$ 996
Kentucky,Jackson,$ 475,$ 515,$ 663,$ 941,$ 995
Kentucky,Jefferson,$ 649,$ 760,$ 918,"$ 1,229","$ 1,408"
Kentucky,Jessamine,$ 630,$ 728,$ 910,"$ 1,256","$ 1,531"
Kentucky,Johnson,$ 475,$ 503,$ 663,$ 896,$ 899
Kentucky,Kenton,$ 604,$ 698,$ 916,"$ 1,244","$ 1,425"
Kentucky,Knott,$ 475,$ 515,$ 663,$ 896,$ 899
Kentucky,Knox,$ 475,$ 507,$ 663,$ 925,"$ 1,148"
Kentucky,Larue,$ 638,$ 642,$ 846,"$ 1,211","$ 1,465"
Kentucky,Laurel,$ 545,$ 552,$ 671,$ 880,$ 965
Kentucky,Lawrence,$ 475,$ 503,$ 663,$ 898,$ 901
Kentucky,Lee,$ 475,$ 518,$ 663,$ 898,$ 901
Kentucky,Leslie,$ 475,$ 515,$ 663,$ 898,$ 901
Kentucky,Letcher,$ 475,$ 566,$ 663,$ 839,$ 930
Kentucky,Lewis,$ 475,$ 555,$ 663,$ 898,$ 901
Kentucky,Lincoln,$ 475,$ 503,$ 663,$ 870,$ 899
Kentucky,Livingston,$ 486,$ 527,$ 678,$ 843,$ 922
Kentucky,Logan,$ 480,$ 532,$ 670,$ 892,"$ 1,131"
Kentucky,Lyon,$ 475,$ 524,$ 663,$ 825,$ 901
Kentucky,McCracken,$ 531,$ 554,$ 730,"$ 1,002","$ 1,005"
Kentucky,McCreary,$ 475,$ 548,$ 663,$ 835,$ 901
Kentucky,McLean,$ 491,$ 571,$ 685,$ 852,$ 929
Kentucky,Madison,$ 635,$ 650,$ 741,$ 922,"$ 1,007"
Kentucky,Magoffin,$ 488,$ 516,$ 680,$ 846,$ 924
Kentucky,Marion,$ 494,$ 550,$ 689,$ 857,$ 936
Kentucky,Marshall,$ 577,$ 611,$ 805,"$ 1,001","$ 1,092"
Kentucky,Martin,$ 475,$ 515,$ 663,$ 825,$ 901
Kentucky,Mason,$ 598,$ 623,$ 821,"$ 1,075","$ 1,113"
Kentucky,Meade,$ 561,$ 603,$ 775,"$ 1,109","$ 1,342"
Kentucky,Menifee,$ 475,$ 515,$ 663,$ 861,$ 901
Kentucky,Mercer,$ 488,$ 516,$ 680,$ 959,"$ 1,055"
Kentucky,Metcalfe,$ 475,$ 577,$ 663,$ 825,$ 904
Kentucky,Monroe,$ 475,$ 503,$ 663,$ 843,$ 899
Kentucky,Montgomery,$ 519,$ 567,$ 724,$ 947,"$ 1,185"
Kentucky,Morgan,$ 475,$ 582,$ 663,$ 870,$ 899
Kentucky,Muhlenberg,$ 475,$ 520,$ 663,$ 825,$ 899
Kentucky,Nelson,$ 520,$ 550,$ 725,"$ 1,038","$ 1,052"
Kentucky,Nicholas,$ 475,$ 503,$ 663,$ 828,"$ 1,148"
Kentucky,Ohio,$ 475,$ 534,$ 663,$ 944,$ 974
Kentucky,Oldham,$ 649,$ 760,$ 918,"$ 1,229","$ 1,408"
Kentucky,Owen,$ 475,$ 503,$ 663,$ 833,"$ 1,028"
Kentucky,Owsley,$ 475,$ 515,$ 663,$ 838,$ 901
Kentucky,Pendleton,$ 604,$ 698,$ 916,"$ 1,244","$ 1,425"
Kentucky,Perry,$ 475,$ 575,$ 663,$ 922,$ 967
Kentucky,Pike,$ 566,$ 566,$ 711,$ 884,"$ 1,081"
Kentucky,Powell,$ 571,$ 575,$ 693,$ 891,$ 942
Kentucky,Pulaski,$ 460,$ 529,$ 697,$ 908,$ 945
Kentucky,Robertson,$ 475,$ 503,$ 663,$ 825,$ 901
Kentucky,Rockcastle,$ 500,$ 503,$ 663,$ 913,$ 954
Kentucky,Rowan,$ 511,$ 612,$ 713,$ 887,"$ 1,137"
Kentucky,Russell,$ 530,$ 534,$ 663,$ 886,"$ 1,148"
Kentucky,Scott,$ 630,$ 728,$ 910,"$ 1,256","$ 1,531"
Kentucky,Shelby,$ 612,$ 658,$ 867,"$ 1,135","$ 1,337"
Kentucky,Simpson,$ 544,$ 576,$ 759,$ 979,"$ 1,029"
Kentucky,Spencer,$ 649,$ 760,$ 918,"$ 1,229","$ 1,408"
Kentucky,Taylor,$ 521,$ 524,$ 663,$ 866,$ 903
Kentucky,Todd,$ 475,$ 503,$ 663,$ 886,$ 899
Kentucky,Trigg,$ 576,$ 689,$ 872,"$ 1,248","$ 1,510"
Kentucky,Trimble,$ 649,$ 760,$ 918,"$ 1,229","$ 1,408"
Kentucky,Union,$ 475,$ 553,$ 663,$ 887,$ 926
Kentucky,Warren,$ 656,$ 660,$ 841,"$ 1,065","$ 1,418"
Kentucky,Washington,$ 483,$ 514,$ 674,$ 838,"$ 1,167"
Kentucky,Wayne,$ 441,$ 582,$ 663,$ 949,"$ 1,016"
Kentucky,Webster,$ 475,$ 564,$ 663,$ 949,"$ 1,033"
Kentucky,Whitley,$ 475,$ 582,$ 663,$ 841,"$ 1,148"
Kentucky,Wolfe,$ 475,$ 503,$ 663,$ 886,"$ 1,148"
Kentucky,Woodford,$ 630,$ 728,$ 910,"$ 1,256","$ 1,531"
Louisiana,Acadia,$ 546,$ 550,$ 725,"$ 1,033","$ 1,109"
Louisiana,Allen,$ 546,$ 550,$ 725,$ 977,"$ 1,111"
Louisiana,Ascension,$ 794,$ 856,"$ 1,013","$ 1,290","$ 1,583"
Louisiana,Assumption,$ 602,$ 675,$ 769,"$ 1,098","$ 1,132"
Louisiana,Avoyelles,$ 478,$ 550,$ 725,$ 973,"$ 1,093"
Louisiana,Beauregard,$ 621,$ 635,$ 725,"$ 1,004","$ 1,255"
Louisiana,Bienville,$ 568,$ 636,$ 725,"$ 1,015","$ 1,036"
Louisiana,Bossier,$ 599,$ 715,$ 845,"$ 1,051","$ 1,207"
Louisiana,Caddo,$ 599,$ 715,$ 845,"$ 1,051","$ 1,207"
Louisiana,Calcasieu,$ 650,$ 674,$ 869,"$ 1,092","$ 1,260"
Louisiana,Caldwell,$ 597,$ 668,$ 762,$ 948,"$ 1,033"
Louisiana,Cameron,$ 650,$ 674,$ 869,"$ 1,092","$ 1,260"
Louisiana,Catahoula,$ 582,$ 608,$ 725,"$ 1,015","$ 1,067"
Louisiana,Claiborne,$ 606,$ 618,$ 773,$ 961,"$ 1,048"
Louisiana,Concordia,$ 568,$ 636,$ 725,$ 942,"$ 1,067"
Louisiana,De Soto,$ 599,$ 715,$ 845,"$ 1,051","$ 1,207"
Louisiana,East Baton Rouge,$ 794,$ 856,"$ 1,013","$ 1,290","$ 1,583"
Louisiana,East Carroll,$ 553,$ 556,$ 725,"$ 1,010","$ 1,067"
Louisiana,East Feliciana,$ 794,$ 856,"$ 1,013","$ 1,290","$ 1,583"
Louisiana,Evangeline,$ 568,$ 619,$ 725,$ 921,"$ 1,010"
Louisiana,Franklin,$ 546,$ 550,$ 725,$ 902,$ 983
