date,location_key,new_confirmed,new_deceased,new_recovered,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_recovered,cumulative_tested
2022-09-13,AD,34,0,,,46147,155,,300307
2022-09-13,AE,402,0,,325016,1021191,2342,,168522672
2022-09-13,AF,259,0,,,196663,7791,,994894
2022-09-15,AF_BAL,4,0,11,,8445,579,7781,
2022-09-15,AF_BAM,5,0,25,,4013,52,3902,
2022-09-15,AF_BDG,0,0,0,,2178,32,1870,
2022-09-15,AF_BDS,47,0,25,,4701,88,4464,
2022-09-15,AF_BGL,12,0,0,,4894,99,4703,
2020-07-19,AF_DAY,220,2,73,,469,3,101,
2022-09-15,AF_FRA,6,0,0,,2693,164,1692,
2022-09-15,AF_FYB,0,0,0,,2258,145,1802,
2022-09-15,AF_GHA,35,0,0,,5135,161,4542,
2022-09-15,AF_GHO,7,0,0,,3765,60,3373,
2022-09-15,AF_HEL,4,0,0,,4175,166,3713,
2020-07-19,AF_HER,409,30,1794,,5296,160,3751,
2020-07-19,AF_JOW,0,0,105,,196,6,188,
2022-09-15,AF_KAB,32,3,0,,31626,2384,30821,
2022-09-15,AF_KAN,13,0,0,,10853,257,10870,
2022-09-15,AF_KAP,14,0,64,,4498,89,3710,
2022-09-15,AF_KDZ,2,0,0,,5886,225,5534,
2022-09-15,AF_KHO,14,0,4,,1968,259,1591,
2022-09-15,AF_KNR,1,0,26,,2846,106,2414,
2022-09-15,AF_LAG,18,0,0,,3115,189,3433,
2022-09-15,AF_LOG,28,0,22,,3505,96,2994,
2022-09-15,AF_NAN,43,0,0,,16016,534,13711,
2020-07-19,AF_NIM,29,1,10,,374,8,314,
2020-07-19,AF_NUR,1,0,0,,75,0,17,
2020-07-19,AF_PAN,25,1,86,,285,16,208,
2022-09-15,AF_PAR,40,0,0,,5059,50,4306,
2020-07-19,AF_PIA,78,10,410,,1168,34,592,
2022-09-15,AF_PKA,16,0,0,,1679,53,1308,
2022-09-15,AF_SAM,5,0,0,,1763,73,1638,
2020-07-19,AF_SAR,0,0,0,,130,6,124,
2022-09-15,AF_TAK,32,0,30,,6545,233,5973,
2022-09-15,AF_URU,8,0,3,,1118,20,572,
2022-09-15,AF_WAR,21,0,56,,5988,215,5593,
2022-09-15,AF_ZAB,11,0,0,,2979,80,2094,
2022-09-13,AG,34,0,,,9008,145,,16700
2022-09-13,AI,5,0,,,3856,12,,51382
2022-09-13,AL,104,0,,957,330149,3586,,1613870
2022-09-13,AM,0,0,,1467,439302,8669,,3102267
2022-09-13,AO,0,0,,1459,103131,1917,,1618566
2022-09-13,AR,0,0,,4711,9697763,129830,,28250765
2022-06-04,AR_A,5,0,,38,157038,3442,,433092
2022-06-04,AR_A_007,0,0,,1,6680,135,,15848
2022-06-02,AR_A_014,0,0,,1,1418,23,,3168
2022-06-02,AR_A_021,0,0,,2,2902,71,,7027
2022-06-04,AR_A_028,5,0,,16,81937,1551,,221717
2022-06-04,AR_A_035,0,0,,1,5484,101,,13669
2022-06-04,AR_A_042,0,0,,2,2987,70,,7290
2022-06-04,AR_A_049,0,0,,2,5054,182,,15034
2022-06-04,AR_A_056,0,0,,5,10790,314,,39589
2022-06-02,AR_A_070,0,0,,1,788,21,,1830
2022-06-04,AR_A_077,0,0,,1,2392,27,,6628
2022-06-02,AR_A_098,0,0,,4,1546,48,,3720
2022-06-04,AR_A_105,0,0,,5,1146,19,,2738
2022-06-04,AR_A_112,0,0,,2,5920,111,,12818
2022-05-16,AR_A_119,0,0,,1,1011,7,,2481
2022-06-03,AR_A_126,0,0,,5,11633,391,,41371
2022-06-02,AR_A_133,0,0,,1,2475,59,,6825
2022-06-04,AR_A_140,0,0,,2,3514,89,,7565
2022-06-04,AR_A_147,0,0,,1,5294,161,,12950
2022-06-01,AR_A_154,0,0,,1,1047,22,,2303
2022-05-31,AR_A_161,0,0,,2,1221,16,,3945
2022-06-04,AR_B,541,0,,1437,3584055,60069,,9598138
2022-06-03,AR_B_007,1,0,,1,2116,27,,4719
2022-06-03,AR_B_014,2,0,,2,1852,30,,4127
2022-06-04,AR_B_021,1,0,,1,2836,35,,8448
2022-06-04,AR_B_028,14,0,,52,121359,2379,,312320
2022-06-04,AR_B_035,26,0,,49,86029,1570,,261998
2022-06-04,AR_B_042,1,0,,1,4397,56,,11887
2022-06-04,AR_B_049,3,0,,4,14947,274,,41453
2022-06-04,AR_B_056,4,0,,3,65476,930,,126247
2022-06-03,AR_B_063,4,0,,5,15188,236,,26066
2022-06-03,AR_B_070,4,0,,9,6088,122,,13348
2022-06-03,AR_B_077,0,0,,2,6217,93,,11648
2022-06-04,AR_B_084,1,0,,1,2547,47,,6122
2022-06-04,AR_B_091,5,0,,13,71694,1248,,173582
2022-06-04,AR_B_098,3,0,,7,21579,382,,51663
2022-06-04,AR_B_105,1,0,,1,11512,172,,41338
2022-06-04,AR_B_112,0,0,,1,10492,228,,27365
2022-06-03,AR_B_119,2,0,,3,6194,79,,12196
2022-06-04,AR_B_126,4,0,,7,26153,341,,60423
2022-06-04,AR_B_134,8,0,,14,12231,169,,31869
2022-06-03,AR_B_140,1,0,,2,3271,50,,7406
2022-06-03,AR_B_147,1,0,,2,4784,96,,11068
2022-06-04,AR_B_154,5,0,,6,2936,40,,4898
2022-06-04,AR_B_161,7,0,,7,3121,53,,8984
2022-06-04,AR_B_168,3,0,,3,1756,27,,3589
2022-06-03,AR_B_175,1,0,,1,5621,100,,10145
2022-06-04,AR_B_182,2,0,,4,7308,136,,12467
2022-06-03,AR_B_189,5,0,,14,3582,57,,6297
2022-06-03,AR_B_196,0,0,,1,2749,101,,6833
2022-06-04,AR_B_203,1,0,,1,9453,148,,22376
2022-06-04,AR_B_210,5,0,,25,14172,212,,33158
2022-06-04,AR_B_217,3,0,,8,8307,121,,18182
2022-06-04,AR_B_224,1,0,,2,17868,258,,41047
2022-06-02,AR_B_231,5,0,,5,4081,58,,9735
2022-06-04,AR_B_238,1,0,,1,4796,97,,9442
2022-06-04,AR_B_245,0,0,,6,15581,219,,33837
2022-06-04,AR_B_252,2,0,,7,54808,978,,141854
2022-06-04,AR_B_260,5,0,,15,84450,1121,,204737
2022-06-03,AR_B_266,1,0,,4,8040,91,,19640
2022-06-04,AR_B_270,3,0,,10,41339,544,,104892
2022-06-04,AR_B_274,4,0,,17,84249,1292,,203681
2022-06-04,AR_B_277,1,0,,1,2533,26,,5712
2022-06-02,AR_B_280,0,0,,2,6432,134,,14301
2022-06-03,AR_B_287,4,0,,3,2131,29,,5815
2022-06-03,AR_B_294,1,0,,1,3700,54,,6442
2022-06-01,AR_B_301,0,0,,1,3239,40,,6121
2022-05-27,AR_B_308,0,0,,1,513,3,,796
2022-06-04,AR_B_315,0,0,,2,5168,76,,10006
2022-06-03,AR_B_322,1,0,,1,2598,25,,6539
2022-06-03,AR_B_329,0,0,,2,3619,52,,8607
2022-05-31,AR_B_336,2,0,,2,776,4,,1973
2022-06-04,AR_B_343,4,0,,4,2574,25,,4586
2022-06-04,AR_B_351,1,0,,15,2202,63,,7126
2022-06-04,AR_B_357,6,0,,14,157002,2967,,342443
2022-06-04,AR_B_364,5,0,,12,22940,251,,54435
2022-06-04,AR_B_371,21,0,,54,103411,1870,,297726
2022-06-03,AR_B_385,2,0,,3,5001,96,,10426
2022-06-04,AR_B_392,1,0,,1,5752,180,,10239
2022-06-03,AR_B_399,0,0,,1,2282,36,,3463
2022-06-03,AR_B_406,0,0,,1,2578,42,,5204
2022-06-04,AR_B_408,4,0,,9,44431,820,,113365
2022-06-04,AR_B_410,9,0,,19,42316,765,,111003
2022-06-04,AR_B_412,8,0,,51,52120,1070,,144031
2022-06-04,AR_B_413,5,0,,7,27041,528,,61244
2022-06-04,AR_B_420,2,0,,14,17615,287,,47301
2022-06-04,AR_B_427,47,0,,164,292173,5349,,832708
2022-06-04,AR_B_434,17,0,,58,112907,1834,,325003
2022-06-04,AR_B_441,23,0,,55,165807,2800,,417508
2022-06-02,AR_B_448,1,0,,1,2775,28,,5639
2022-06-04,AR_B_455,1,0,,1,3240,88,,7242
2022-06-03,AR_B_462,3,0,,7,4420,122,,7854
2022-06-04,AR_B_469,4,0,,5,11298,157,,22735
2022-06-04,AR_B_476,1,0,,4,5389,74,,10425
2022-06-03,AR_B_483,4,0,,5,6134,108,,12063
2022-06-04,AR_B_490,19,0,,61,130939,1777,,394125
2022-06-04,AR_B_497,11,0,,17,25174,470,,60988
2022-06-04,AR_B_505,1,0,,0,4321,56,,7940
2022-06-03,AR_B_511,0,0,,1,2004,39,,4002
2022-06-04,AR_B_515,5,0,,10,69490,1385,,187609
2022-06-04,AR_B_518,0,0,,1,4994,98,,11429
2022-06-04,AR_B_525,3,0,,7,11539,179,,26843
2022-06-04,AR_B_532,2,0,,5,13986,200,,37806
2022-06-04,AR_B_539,7,0,,27,96242,1931,,239505
2022-06-03,AR_B_547,6,0,,6,5044,73,,10776
2022-06-03,AR_B_553,0,0,,1,1801,15,,5565
2022-06-04,AR_B_560,7,0,,23,95173,1480,,245887
2022-06-04,AR_B_568,18,0,,44,75777,1462,,225209
2022-06-04,AR_B_574,0,0,,1,3523,53,,6762
2022-06-04,AR_B_581,5,0,,14,21974,293,,47580
2022-06-04,AR_B_588,7,0,,8,11744,258,,24041
2022-06-04,AR_B_595,6,0,,6,20295,347,,54546
2022-06-04,AR_B_602,0,0,,1,6155,138,,16214
2022-06-03,AR_B_609,0,0,,9,8944,154,,17518
2022-06-03,AR_B_616,6,0,,8,1485,23,,3631
2022-06-04,AR_B_623,3,0,,9,27426,492,,53443
2022-06-01,AR_B_630,2,0,,2,665,11,,1355
2022-06-04,AR_B_638,36,0,,38,94066,920,,342840
2022-06-04,AR_B_644,0,0,,1,9047,78,,21726
2022-06-03,AR_B_648,2,0,,12,16421,207,,40559
2022-06-03,AR_B_651,3,0,,3,3761,59,,6990
2022-06-03,AR_B_655,7,0,,8,1941,22,,4960
2022-06-04,AR_B_658,22,0,,62,136302,2720,,336195
2022-06-04,AR_B_665,1,0,,1,6615,104,,12792
2022-06-03,AR_B_672,1,0,,4,4373,42,,7432
2022-06-03,AR_B_679,2,0,,2,2563,44,,5653
2022-06-03,AR_B_686,6,0,,12,5294,79,,11138
2022-06-04,AR_B_693,2,0,,9,4599,46,,9903
2022-06-03,AR_B_700,1,0,,1,4356,79,,8858
2022-06-04,AR_B_707,1,0,,2,9325,136,,20758
2022-06-04,AR_B_714,0,0,,1,6185,135,,13669
2022-06-02,AR_B_721,1,0,,1,1426,30,,2143
2022-06-03,AR_B_728,0,0,,2,5484,99,,14877
2022-06-04,AR_B_735,0,0,,1,5566,61,,11621
2022-06-04,AR_B_742,1,0,,1,1749,40,,4028
2022-06-04,AR_B_749,3,0,,6,39967,765,,120408
2022-06-04,AR_B_756,13,0,,40,83401,1195,,326677
2022-06-04,AR_B_760,9,0,,47,72930,1144,,225860
2022-06-03,AR_B_763,9,0,,12,27649,636,,58464
2022-06-04,AR_B_770,2,0,,3,11992,248,,35646
2022-06-04,AR_B_778,1,0,,4,16823,216,,44129
2022-06-03,AR_B_784,13,0,,13,2663,37,,4948
2022-06-04,AR_B_791,5,0,,28,35605,478,,89713
2022-06-04,AR_B_798,4,0,,4,2741,31,,5494
2022-06-04,AR_B_805,10,0,,29,91516,1250,,292089
2022-05-28,AR_B_812,1,0,,1,297,2,,733
2022-06-02,AR_B_819,2,0,,2,2573,41,,5113
2022-06-04,AR_B_826,0,0,,1,14657,200,,42941
2022-06-04,AR_B_833,4,0,,5,10916,239,,22924
2022-06-04,AR_B_840,28,0,,71,92051,1560,,261201
2022-06-04,AR_B_847,1,0,,1,1878,19,,3672
2022-06-04,AR_B_854,0,0,,1,7503,131,,18074
2022-06-04,AR_B_861,13,0,,49,72356,1055,,300656
2022-06-04,AR_B_868,3,0,,8,7119,89,,19809
2022-06-03,AR_B_875,0,0,,2,3296,65,,6249
2022-06-04,AR_B_882,13,0,,32,29592,435,,76903
2022-06-04,AR_C,751,0,,2123,1073764,12603,,5361760
2022-06-04,AR_C_001,23,0,,68,42911,390,,195406
2022-06-04,AR_C_002,12,0,,40,28504,278,,156878
2022-06-04,AR_C_003,14,0,,58,34850,393,,149631
2022-06-04,AR_C_004,7,0,,31,43198,454,,180998
2022-06-04,AR_C_005,18,0,,56,35262,317,,161913
2022-06-04,AR_C_006,30,0,,84,35751,322,,175699
2022-06-04,AR_C_007,30,0,,91,39583,454,,175896
2022-06-04,AR_C_008,13,0,,34,31391,313,,127831
2022-06-04,AR_C_009,25,0,,48,26295,303,,112626
2022-06-04,AR_C_010,19,0,,65,28910,332,,128913
2022-06-04,AR_C_011,41,0,,105,30007,286,,144052
2022-06-04,AR_C_012,37,0,,103,35630,325,,184640
2022-06-04,AR_C_013,36,0,,102,48939,414,,280008
2022-06-04,AR_C_014,35,0,,88,44901,354,,248639
2022-06-04,AR_C_015,27,0,,74,35421,305,,166987
2022-06-04,AR_D,10,0,,51,134899,1602,,363846
2022-06-03,AR_D_007,0,0,,1,3961,63,,13275
2022-06-02,AR_D_014,0,0,,1,1053,21,,3307
2022-06-04,AR_D_021,0,0,,9,3769,56,,11096
2022-06-04,AR_D_028,0,0,,1,4641,77,,13964
2022-06-04,AR_D_035,3,0,,5,40383,527,,102898
2022-05-30,AR_D_042,2,0,,3,2925,58,,7962
2022-06-04,AR_D_049,0,0,,2,8308,112,,21066
2022-06-04,AR_D_056,7,0,,34,69061,677,,187598
2022-05-27,AR_D_063,0,0,,1,764,8,,2586
2022-06-04,AR_E,10,1,,35,200959,2813,,356116
2022-06-03,AR_E_008,1,0,,2,13417,98,,20668
2022-06-03,AR_E_015,2,0,,7,24767,339,,49277
2022-06-04,AR_E_021,0,0,,2,7166,95,,13504
2022-06-03,AR_E_028,1,0,,5,9479,119,,15335
2022-06-04,AR_E_035,1,0,,1,2561,54,,4816
2022-06-03,AR_E_042,1,0,,2,1333,27,,2523
2022-06-04,AR_E_049,0,1,,2,6997,141,,14441
2022-06-04,AR_E_056,1,0,,8,27141,341,,42375
2022-06-04,AR_E_063,0,0,,1,2186,24,,4640
2022-06-04,AR_E_070,0,0,,2,7618,119,,12987
2022-06-04,AR_E_077,0,0,,1,4150,81,,7999
2022-06-04,AR_E_084,8,0,,18,62564,893,,110627
2022-06-03,AR_E_088,0,0,,2,2713,22,,3717
2022-06-02,AR_E_091,0,0,,1,4102,44,,6913
2022-06-03,AR_E_098,1,0,,3,14652,196,,25614
2022-06-03,AR_E_105,1,0,,2,4824,102,,10519
2022-06-02,AR_E_113,0,0,,2,5218,116,,9767
2022-06-04,AR_F,3,0,,4,56770,1043,,176861
2022-05-30,AR_F_007,0,0,,3,3068,50,,8377
2022-06-04,AR_F_014,3,0,,4,31267,558,,101533
2022-06-03,AR_F_021,0,0,,1,794,11,,2290
2022-05-31,AR_F_028,0,0,,2,1651,30,,5048
2022-06-01,AR_F_035,0,0,,1,2571,58,,7113
2022-06-03,AR_F_042,1,0,,2,7333,187,,21410
2022-05-31,AR_F_049,0,0,,1,1190,13,,3561
2022-06-01,AR_F_056,0,0,,1,533,12,,1826
2022-05-29,AR_F_063,0,0,,1,1207,23,,3980
2022-05-30,AR_F_070,0,0,,1,570,9,,1777
2022-05-31,AR_F_077,0,0,,1,301,3,,1140
2022-05-30,AR_F_084,2,0,,3,1187,21,,3621
2022-06-03,AR_F_091,0,0,,1,560,7,,1989
2022-05-26,AR_F_098,0,0,,1,519,3,,1648
2022-05-29,AR_F_105,0,0,,1,376,9,,1227
2022-05-29,AR_F_112,0,0,,1,2266,30,,6329
2022-05-31,AR_F_119,0,0,,1,805,1,,2070
2022-06-03,AR_F_126,0,0,,1,527,15,,1756
2022-06-03,AR_G,12,0,,49,124185,1345,,361312
2022-05-20,AR_G_007,0,0,,1,898,15,,1894
2022-06-03,AR_G_014,0,0,,1,951,26,,3090
2022-06-01,AR_G_021,0,0,,3,978,14,,3164
2022-06-02,AR_G_028,0,0,,2,1405,26,,5372
2022-06-03,AR_G_035,1,0,,10,22448,242,,59481
2022-06-03,AR_G_042,1,0,,3,858,12,,2542
2022-06-03,AR_G_049,8,0,,18,64971,507,,173777
2022-06-02,AR_G_056,0,0,,1,1578,41,,5838
2022-06-02,AR_G_063,0,0,,1,4043,45,,12076
2022-06-03,AR_G_070,0,0,,1,1036,17,,3588
2022-06-02,AR_G_077,0,0,,3,2709,33,,8982
2022-06-01,AR_G_084,0,0,,1,646,6,,2141
2022-06-01,AR_G_091,0,0,,1,953,20,,3473
2022-06-03,AR_G_098,1,0,,1,1299,21,,4006
2022-06-03,AR_G_105,1,0,,1,1549,28,,5845
2022-03-17,AR_G_112,0,0,,2,91,0,,194
2022-06-02,AR_G_119,0,0,,1,1934,26,,6161
2022-06-03,AR_G_126,0,0,,1,1143,8,,6364
2022-06-02,AR_G_133,0,0,,1,1404,18,,5168
2022-06-03,AR_G_140,0,0,,2,903,5,,3577
2022-06-03,AR_G_147,0,0,,5,5356,87,,19853
2022-06-03,AR_G_154,0,0,,1,540,4,,1285
2022-06-03,AR_G_161,0,0,,1,4004,93,,14254
2022-06-03,AR_G_168,0,0,,2,599,7,,2528
2022-06-03,AR_G_175,0,0,,1,815,16,,2874
2022-06-02,AR_G_182,0,0,,1,371,12,,1063
2022-06-01,AR_G_189,0,0,,1,588,16,,2327
2022-06-04,AR_H,1,0,,4,167600,2654,,614053
2022-06-02,AR_H_007,0,0,,1,2557,46,,8720
2022-06-02,AR_H_014,0,0,,1,3512,47,,18255
2022-06-03,AR_H_021,0,0,,3,14131,217,,53836
2022-06-02,AR_H_028,0,0,,1,3053,80,,8036
2022-06-02,AR_H_036,0,0,,2,2440,54,,7462
2022-05-24,AR_H_039,0,0,,1,1262,24,,3351
2022-05-31,AR_H_043,0,0,,1,1120,31,,3255
2022-06-03,AR_H_049,0,0,,1,831,27,,2396
2022-06-01,AR_H_056,0,0,,1,2029,26,,6854
2022-06-03,AR_H_063,0,0,,3,6444,53,,22450
2022-06-02,AR_H_070,0,0,,2,1498,36,,5526
2022-06-01,AR_H_077,1,0,,1,2453,30,,8967
2022-06-03,AR_H_084,0,0,,1,4607,100,,17832
2022-06-03,AR_H_091,1,0,,1,2430,36,,7765
2022-06-04,AR_H_098,0,0,,1,8174,166,,24942
2022-05-30,AR_H_105,0,0,,1,3570,55,,8984
2022-05-31,AR_H_112,0,0,,1,2379,40,,7045
2022-06-03,AR_H_119,0,0,,1,1091,23,,2535
2022-06-02,AR_H_126,0,0,,1,1928,35,,7728
2022-06-04,AR_H_133,0,0,,1,3140,56,,11669
2022-06-04,AR_H_140,1,0,,2,93495,1365,,355753
2022-05-28,AR_H_147,0,0,,2,951,25,,4135
2022-06-03,AR_H_154,0,0,,2,1413,24,,4733
2022-05-23,AR_H_161,1,0,,1,557,7,,1430
2022-06-01,AR_H_168,0,0,,1,2411,51,,9711
2022-06-04,AR_J,69,0,,72,148204,1242,,438730
2022-06-04,AR_J_007,1,0,,1,5041,36,,13894
2022-06-04,AR_J_014,2,0,,2,1615,12,,4445
2022-06-04,AR_J_021,1,0,,1,1352,13,,4570
2022-06-04,AR_J_028,14,0,,16,26474,221,,88517
2022-06-03,AR_J_035,1,0,,1,5576,83,,14200
2022-06-04,AR_J_042,3,0,,3,18521,136,,53321
2022-06-04,AR_J_049,2,0,,2,2091,9,,6874
2022-06-04,AR_J_056,3,0,,3,4228,57,,10710
2022-06-01,AR_J_063,1,0,,1,1655,12,,4547
2022-06-04,AR_J_070,4,0,,5,10734,83,,29348
2022-06-04,AR_J_077,21,0,,21,26727,227,,75610
2022-06-04,AR_J_084,12,0,,12,21155,148,,66277
2022-06-01,AR_J_091,1,0,,1,1922,8,,4783
2022-06-04,AR_J_098,6,0,,6,12079,97,,37704
2022-06-03,AR_J_105,1,0,,1,3081,33,,8277
2022-06-03,AR_J_112,0,0,,1,1008,4,,2459
2022-05-31,AR_J_119,1,0,,4,1514,23,,4519
2022-06-03,AR_J_126,1,0,,3,2108,32,,5356
2022-06-03,AR_J_133,0,0,,1,975,7,,2637
2022-06-04,AR_K,27,0,,35,87068,768,,273753
2022-06-03,AR_K_007,4,0,,8,1302,9,,4012
2022-06-03,AR_K_014,1,0,,1,271,4,,894
2022-06-03,AR_K_021,2,0,,2,3905,59,,15324
2022-06-04,AR_K_028,1,0,,2,402,4,,2431
2022-06-02,AR_K_035,0,0,,1,2550,42,,10918
2022-06-03,AR_K_042,0,0,,2,3355,41,,10056
2022-06-04,AR_K_049,17,0,,25,47106,375,,147118
2022-05-31,AR_K_056,0,0,,1,369,6,,1023
2022-06-04,AR_K_063,1,0,,1,3511,18,,11386
2022-06-02,AR_K_070,0,0,,2,4094,43,,8574
2022-05-30,AR_K_077,0,0,,3,595,7,,2146
2022-06-04,AR_K_084,0,0,,1,2588,14,,8294
2022-06-02,AR_K_091,1,0,,1,5652,51,,14796
2022-06-02,AR_K_098,1,0,,1,1319,22,,5274
2022-06-04,AR_K_105,2,0,,0,1107,27,,4110
2022-06-04,AR_K_112,6,0,,6,8787,45,,26891
2022-06-04,AR_L,28,0,,31,110883,1168,,348306
2022-06-03,AR_L_007,5,0,,5,3136,43,,7625
2022-06-03,AR_L_014,2,0,,2,764,11,,1929
2022-06-04,AR_L_021,22,0,,24,42559,322,,136583
2022-06-03,AR_L_028,1,0,,1,2678,16,,7741
2022-06-03,AR_L_035,0,0,,1,4613,65,,14096
2022-05-28,AR_L_042,0,0,,1,138,1,,427
2022-06-01,AR_L_049,1,0,,1,670,11,,1677
2022-06-03,AR_L_056,1,0,,5,2257,64,,7741
2022-06-03,AR_L_070,1,0,,1,2257,33,,6158
2022-06-03,AR_L_077,2,0,,2,1904,32,,6376
2022-06-03,AR_L_098,2,0,,3,3009,37,,9140
2022-06-04,AR_L_105,2,0,,3,21270,241,,68770
2022-06-02,AR_L_112,7,0,,8,2898,51,,6487
2022-06-04,AR_L_119,1,0,,1,2415,27,,7488
2022-06-04,AR_L_126,1,0,,1,3167,29,,9182
2022-06-03,AR_L_133,0,0,,1,5171,63,,18768
2022-06-04,AR_L_140,2,0,,2,5864,35,,17658
2022-06-02,AR_L_147,1,0,,1,1750,21,,5319
2022-06-03,AR_L_154,1,0,,1,3994,60,,14244
2022-06-04,AR_M,28,0,,57,271437,4952,,760033
2022-06-03,AR_M_007,8,0,,19,20149,351,,65762
2022-06-04,AR_M_014,0,0,,7,9150,202,,21271
2022-06-04,AR_M_021,4,0,,8,31108,556,,93082
2022-06-04,AR_M_028,6,0,,12,40229,840,,115092
2022-06-04,AR_M_035,3,0,,5,5280,91,,13573
2022-05-31,AR_M_042,1,0,,1,1315,21,,3553
2022-06-04,AR_M_049,2,0,,6,30827,470,,90672
2022-06-03,AR_M_056,0,0,,5,3984,96,,11857
2022-06-04,AR_M_063,3,0,,5,22672,244,,63755
2022-06-04,AR_M_070,1,0,,1,28136,433,,76931
2022-06-02,AR_M_077,0,0,,4,3800,54,,7609
2022-06-04,AR_M_084,1,0,,1,7495,132,,20763
2022-06-04,AR_M_091,0,0,,1,4635,94,,13156
2022-06-04,AR_M_098,3,0,,5,13009,265,,35832
2022-06-04,AR_M_105,5,0,,5,30542,787,,80137
2022-06-02,AR_M_112,0,0,,1,2191,28,,5320
2022-06-04,AR_M_119,0,0,,1,10553,174,,23052
2022-06-03,AR_M_126,0,0,,4,5523,100,,15738
2022-06-04,AR_N,0,0,,11,78005,932,,205125
2022-06-04,AR_N_007,0,0,,1,2940,34,,6792
2022-06-04,AR_N_014,0,0,,1,1930,36,,4542
2022-06-03,AR_N_021,0,0,,1,1672,14,,4563
2022-06-04,AR_N_028,0,0,,6,36665,322,,97878
2022-05-22,AR_N_035,1,0,,1,497,4,,990
2022-06-02,AR_N_042,0,0,,1,7848,103,,20778
2022-06-03,AR_N_049,1,0,,1,1453,20,,3600
2022-06-01,AR_N_056,1,0,,1,2915,50,,5738
2022-06-03,AR_N_063,0,0,,4,4247,91,,14555
2022-06-03,AR_N_070,0,0,,2,2444,15,,5593
2022-06-02,AR_N_077,0,0,,1,2313,27,,6214
2022-06-04,AR_N_084,0,0,,1,2828,28,,6548
2022-06-04,AR_N_091,0,0,,1,5940,108,,16245
2022-06-04,AR_N_098,0,0,,1,2166,38,,5912
2022-06-03,AR_N_105,0,0,,1,661,10,,1631
2022-06-01,AR_N_112,1,0,,1,791,21,,1675
2022-05-31,AR_N_119,0,0,,1,659,11,,1639
2022-06-04,AR_P,3,0,,126,114077,1298,,793079
2022-06-03,AR_P_007,0,0,,9,1897,36,,11075
2022-06-04,AR_P_014,1,0,,78,63442,654,,423880
2022-06-04,AR_P_021,0,0,,1,4216,27,,37116
2022-06-04,AR_P_028,1,0,,1,1619,37,,17621
2022-06-04,AR_P_035,0,0,,16,13299,145,,95491
2022-06-04,AR_P_042,0,0,,1,3566,32,,12722
2022-06-04,AR_P_049,1,0,,9,12632,230,,101116
2022-06-04,AR_P_056,0,0,,18,11893,112,,84525
2022-06-04,AR_P_063,0,0,,2,1387,24,,8753
2022-06-04,AR_Q,4,0,,16,168922,2573,,295573
2022-06-02,AR_Q_007,0,0,,1,2515,39,,4437
2022-06-03,AR_Q_014,0,0,,1,3141,49,,5802
2022-04-08,AR_Q_021,0,0,,1,350,3,,453
2022-05-30,AR_Q_028,0,0,,1,1195,23,,1828
2022-06-04,AR_Q_035,3,0,,14,111892,1746,,197250
2022-06-03,AR_Q_042,0,0,,2,4549,30,,6856
2022-06-01,AR_Q_049,0,0,,1,4281,56,,7647
2022-06-04,AR_Q_056,1,0,,1,11425,108,,23821
2022-06-02,AR_Q_063,1,0,,1,1361,31,,2249
2022-06-02,AR_Q_070,0,0,,1,5339,54,,9009
2022-06-03,AR_Q_077,0,0,,1,2736,15,,3814
2022-06-03,AR_Q_084,0,0,,1,1341,10,,1681
2022-06-04,AR_Q_091,0,0,,1,6269,92,,9869
2022-05-27,AR_Q_098,0,0,,2,904,23,,1611
2022-06-02,AR_Q_105,0,0,,3,2153,49,,3123
2022-06-02,AR_Q_112,2,0,,5,9303,243,,15731
2022-06-04,AR_R,25,0,,102,146949,2616,,328524
2022-06-04,AR_R_007,4,0,,5,13331,229,,35972
2022-06-04,AR_R_014,0,0,,1,7831,139,,15013
2022-06-04,AR_R_021,12,0,,17,42151,569,,102451
2022-06-02,AR_R_028,0,0,,1,1164,34,,2437
2022-05-28,AR_R_035,0,0,,1,628,11,,894
2022-06-04,AR_R_042,7,0,,77,64606,1287,,135925
2022-05-17,AR_R_049,0,0,,1,510,3,,980
2022-05-31,AR_R_063,1,0,,1,3247,34,,7251
2022-06-04,AR_R_070,1,0,,1,2074,49,,4216
2022-06-02,AR_R_077,0,0,,1,7167,141,,15636
2022-03-30,AR_R_084,0,0,,1,755,21,,893
2022-06-02,AR_R_091,0,0,,1,3248,93,,6364
2022-06-04,AR_S,26,0,,71,741693,9396,,1686636
2022-06-04,AR_S_007,0,0,,1,7385,54,,17948
2022-06-04,AR_S_014,0,0,,1,16749,262,,32470
2022-06-04,AR_S_021,1,0,,3,42796,539,,94300
2022-06-04,AR_S_028,0,0,,2,18749,200,,37657
2022-06-02,AR_S_035,0,0,,1,3230,34,,7505
2022-06-03,AR_S_042,5,0,,5,37520,564,,81576
2022-06-04,AR_S_049,1,0,,2,25146,384,,57066
2022-06-03,AR_S_056,1,0,,4,12155,62,,23694
2022-06-04,AR_S_063,15,0,,20,123862,1262,,280100
2022-06-03,AR_S_070,0,0,,9,25247,297,,49706
2022-06-02,AR_S_077,1,0,,2,5940,94,,14910
2022-06-04,AR_S_084,9,0,,37,329668,4661,,789928
2022-06-04,AR_S_091,0,0,,2,13656,188,,29865
2022-06-03,AR_S_098,0,0,,1,3235,50,,7623
2022-06-03,AR_S_105,2,0,,15,15066,182,,29485
