date,location_key,new_confirmed,new_deceased,new_recovered,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_recovered,cumulative_tested
2022-09-15,BR_MG_316180,0,0,0,1,579,28,0,1846
2022-09-15,BR_MG_316190,0,0,0,2,2568,30,0,4515
2022-09-15,BR_MG_316200,0,0,0,1,5893,76,0,5550
2022-09-15,BR_MG_316210,0,0,0,1,8238,101,0,12372
2022-09-15,BR_MG_316220,0,0,0,1,2279,35,0,2345
2022-09-15,BR_MG_316225,0,0,0,1,608,5,0,548
2022-09-15,BR_MG_316230,0,0,0,1,824,12,0,546
2022-09-15,BR_MG_316240,0,0,0,1,654,25,0,917
2022-09-15,BR_MG_316245,0,0,0,1,514,7,0,1575
2022-09-15,BR_MG_316250,4,0,0,12,19460,263,0,30952
2022-09-15,BR_MG_316255,0,0,0,6,1242,33,0,1495
2022-09-15,BR_MG_316257,0,0,0,1,1058,12,0,1299
2022-09-15,BR_MG_316260,0,0,0,1,1225,34,0,721
2022-09-15,BR_MG_316265,0,0,0,1,192,3,0,165
2022-09-15,BR_MG_316270,0,0,0,1,2779,26,0,3635
2022-09-15,BR_MG_316280,0,0,0,2,1768,23,0,1184
2022-09-15,BR_MG_316290,0,0,0,1,4612,53,0,5220
2022-09-15,BR_MG_316292,0,0,0,3,2690,120,0,5579
2022-09-15,BR_MG_316294,0,0,0,1,1876,20,0,885
2022-09-15,BR_MG_316295,1,0,0,1,4694,47,0,6411
2022-09-15,BR_MG_316300,-5,0,0,2,543,14,0,727
2022-09-15,BR_MG_316310,0,0,0,1,358,1,0,576
2022-09-15,BR_MG_316320,0,0,0,1,511,8,0,766
2022-09-15,BR_MG_316330,0,0,0,2,399,4,0,627
2022-09-15,BR_MG_316340,0,0,0,1,795,18,0,1264
2022-09-15,BR_MG_316350,0,0,0,1,666,4,0,1033
2022-09-15,BR_MG_316360,0,0,0,1,335,3,0,149
2022-09-15,BR_MG_316370,0,0,0,2,12639,176,0,17594
2022-09-15,BR_MG_316380,0,0,0,1,1156,15,0,849
2022-09-15,BR_MG_316390,0,0,0,2,708,11,0,1153
2022-09-15,BR_MG_316400,0,0,0,1,763,17,0,662
2022-09-15,BR_MG_316410,0,0,0,2,555,12,0,699
2022-09-15,BR_MG_316420,0,0,0,1,729,7,0,703
2022-09-15,BR_MG_316430,0,0,0,1,1829,21,0,1391
2022-09-15,BR_MG_316440,0,0,0,2,1176,16,0,1106
2022-09-15,BR_MG_316443,0,0,0,1,205,6,0,500
2022-09-15,BR_MG_316447,0,0,0,1,693,14,0,1158
2022-09-15,BR_MG_316450,0,0,0,2,1010,4,0,434
2022-09-15,BR_MG_316460,0,0,0,3,930,17,0,645
2022-09-15,BR_MG_316470,1,0,0,3,13932,322,0,13754
2022-09-15,BR_MG_316480,0,0,0,2,253,2,0,149
2022-09-15,BR_MG_316490,0,0,0,1,599,4,0,860
2022-09-15,BR_MG_316500,0,0,0,1,2247,19,0,1648
2022-09-15,BR_MG_316510,0,0,0,2,1295,31,0,937
2022-09-15,BR_MG_316520,0,0,0,1,1329,8,0,746
2022-09-15,BR_MG_316530,0,0,0,1,941,10,0,646
2022-09-15,BR_MG_316540,0,0,0,2,1719,7,0,1704
2022-09-15,BR_MG_316550,0,0,0,1,1020,10,0,660
2022-09-15,BR_MG_316553,0,0,0,5,3893,85,0,6854
2022-09-15,BR_MG_316555,0,0,0,1,791,4,0,672
2022-09-15,BR_MG_316556,0,0,0,1,284,6,0,199
2022-09-15,BR_MG_316557,0,0,0,2,1506,11,0,783
2022-09-15,BR_MG_316560,0,0,0,1,606,4,0,528
2022-09-15,BR_MG_316570,0,0,0,1,1692,11,0,2109
2022-09-15,BR_MG_316580,0,0,0,1,449,6,0,270
2022-09-15,BR_MG_316590,0,0,0,1,466,8,0,470
2022-09-15,BR_MG_316600,0,0,0,1,672,9,0,478
2022-09-15,BR_MG_316610,0,0,0,1,388,2,0,242
2022-09-15,BR_MG_316620,0,0,0,2,1001,18,0,1313
2022-09-15,BR_MG_316630,0,0,0,2,1016,6,0,336
2022-09-15,BR_MG_316640,0,0,0,2,390,4,0,354
2022-09-15,BR_MG_316650,0,0,0,1,300,0,0,141
2022-09-15,BR_MG_316660,0,0,0,1,159,0,0,223
2022-09-15,BR_MG_316670,0,0,0,1,828,10,0,1218
2022-09-15,BR_MG_316680,0,0,0,1,2466,43,0,2477
2022-09-15,BR_MG_316690,0,0,0,1,1402,26,0,1158
2022-09-15,BR_MG_316695,0,0,0,1,411,2,0,344
2022-09-15,BR_MG_316700,0,0,0,1,334,1,0,105
2022-09-15,BR_MG_316710,0,0,0,1,2210,23,0,5273
2022-09-15,BR_MG_316720,13,0,0,1,42223,692,0,54580
2022-09-15,BR_MG_316730,0,0,0,1,268,3,0,293
2022-09-15,BR_MG_316740,0,0,0,1,1063,12,0,548
2022-09-15,BR_MG_316750,0,0,0,1,513,13,0,514
2022-09-15,BR_MG_316760,0,0,0,1,2601,49,0,2416
2022-09-15,BR_MG_316770,0,0,0,2,622,21,0,790
2022-09-15,BR_MG_316780,0,0,0,1,1117,10,0,583
2022-09-15,BR_MG_316790,0,0,0,1,589,14,0,559
2022-09-15,BR_MG_316800,0,0,0,1,5488,44,0,6397
2022-09-15,BR_MG_316805,0,0,0,2,950,10,0,768
2022-09-15,BR_MG_316810,0,-1,0,1,1161,9,0,853
2022-09-15,BR_MG_316820,0,0,0,1,84,1,0,125
2022-09-15,BR_MG_316830,0,0,0,1,481,10,0,728
2022-09-15,BR_MG_316840,0,0,0,1,572,44,0,858
2022-09-15,BR_MG_316850,0,0,0,3,2264,33,0,3124
2022-09-15,BR_MG_316860,0,0,0,6,18943,356,0,26064
2022-09-15,BR_MG_316870,0,0,0,1,17243,365,0,27721
2022-09-15,BR_MG_316880,0,0,0,1,2097,23,0,1932
2022-09-15,BR_MG_316890,0,0,0,1,1292,19,0,1925
2022-09-15,BR_MG_316900,0,0,0,2,2699,56,0,2528
2022-09-15,BR_MG_316905,0,0,0,1,1366,10,0,583
2022-09-15,BR_MG_316910,0,0,0,2,1386,33,0,1643
2022-09-15,BR_MG_316920,0,0,0,3,1416,20,0,4655
2022-09-15,BR_MG_316930,3,0,0,3,18938,304,0,14872
2022-09-15,BR_MG_316935,0,0,0,1,6080,85,0,2898
2022-09-15,BR_MG_316940,0,0,0,1,12103,187,0,20818
2022-09-15,BR_MG_316950,0,0,0,2,940,16,0,1094
2022-09-15,BR_MG_316960,0,-1,0,1,5343,132,0,7963
2022-09-15,BR_MG_316970,0,0,0,2,3926,27,0,3515
2022-09-15,BR_MG_316980,0,0,0,2,1627,15,0,643
2022-09-15,BR_MG_316990,0,0,0,15,25141,362,0,48392
2022-09-15,BR_MG_317000,0,0,0,1,758,2,0,844
2022-09-15,BR_MG_317005,0,0,0,2,1995,41,0,2293
2022-09-15,BR_MG_317010,0,0,0,3,104630,1595,0,118009
2022-09-15,BR_MG_317020,0,-1,0,53,225116,3471,0,297762
2022-09-15,BR_MG_317030,0,0,0,1,322,4,0,725
2022-09-15,BR_MG_317040,0,0,0,2,23772,303,0,32675
2022-09-15,BR_MG_317043,0,0,0,1,759,10,0,867
2022-09-15,BR_MG_317047,0,0,0,2,799,6,0,463
2022-09-15,BR_MG_317050,0,0,0,2,1376,31,0,2144
2022-09-15,BR_MG_317052,0,0,0,1,989,7,0,446
2022-09-15,BR_MG_317057,0,0,0,1,559,18,0,967
2022-09-15,BR_MG_317060,0,0,0,5,547,4,0,477
2022-09-15,BR_MG_317065,0,0,0,1,711,7,0,711
2022-09-15,BR_MG_317070,3,0,0,11,33937,441,0,28627
2022-09-15,BR_MG_317075,0,0,0,1,1581,16,0,845
2022-09-15,BR_MG_317080,0,0,0,1,6820,96,0,3427
2022-09-15,BR_MG_317090,1,0,0,1,1042,35,0,1751
2022-09-15,BR_MG_317100,0,0,0,4,5181,72,0,4837
2022-09-15,BR_MG_317103,0,0,0,1,770,9,0,87
2022-09-15,BR_MG_317107,0,0,0,1,636,1,0,431
2022-09-15,BR_MG_317110,0,0,0,1,659,11,0,663
2022-09-15,BR_MG_317115,0,0,0,1,500,11,0,722
2022-09-15,BR_MG_317120,0,0,0,1,6550,239,0,11995
2022-09-15,BR_MG_317130,0,0,0,4,18378,161,0,32745
2022-09-15,BR_MG_317140,0,0,0,3,605,7,0,405
2022-09-15,BR_MG_317150,0,0,0,1,529,13,0,623
2022-09-15,BR_MG_317160,0,0,0,1,995,10,0,1224
2022-09-15,BR_MG_317170,0,0,0,2,1664,13,0,1721
2022-09-15,BR_MG_317180,0,0,0,2,1459,13,0,2184
2022-09-15,BR_MG_317190,0,0,0,2,772,10,0,832
2022-09-15,BR_MG_317200,0,0,0,1,8029,138,0,9204
2022-09-15,BR_MG_317210,0,0,0,2,1402,16,0,323
2022-09-15,BR_MG_317220,0,0,0,1,517,8,0,415
2022-09-15,BR_MG_CNF,246,2,0,1,447105,8173,0,565295
2022-09-15,BR_MS,63,0,0,9,579536,10823,0,1238066
2022-09-15,BR_MS_500020,0,0,0,2,5285,71,0,7549
2022-09-15,BR_MS_500025,0,0,0,2,973,15,0,1207
2022-09-15,BR_MS_500060,3,0,0,2,6137,102,0,8190
2022-09-15,BR_MS_500070,1,0,0,4,3431,94,0,7198
2022-09-15,BR_MS_500080,0,0,0,2,1324,17,0,1225
2022-09-15,BR_MS_500085,0,0,0,4,2318,24,0,3502
2022-09-15,BR_MS_500090,0,0,0,1,1276,21,0,2109
2022-09-15,BR_MS_500100,1,0,0,6,6375,73,0,8171
2022-09-15,BR_MS_500110,0,0,0,3,7984,177,0,16561
2022-09-15,BR_MS_500124,0,0,0,2,584,21,0,1840
2022-09-15,BR_MS_500150,0,0,0,1,824,12,0,1677
2022-09-15,BR_MS_500190,0,0,0,2,4424,55,0,6573
2022-09-15,BR_MS_500200,1,0,0,2,1823,32,0,3639
2022-09-15,BR_MS_500210,1,0,0,1,2820,44,0,3143
2022-09-15,BR_MS_500215,0,0,0,1,705,24,0,1278
2022-09-15,BR_MS_500220,5,0,0,5,5388,83,0,8560
2022-09-15,BR_MS_500230,3,0,0,1,2268,27,0,3635
2022-09-15,BR_MS_500240,0,0,0,1,6561,65,0,10854
2022-09-15,BR_MS_500260,0,0,0,1,1914,38,0,3196
2022-09-15,BR_MS_500270,11,0,0,4,206722,4590,0,481097
2022-09-15,BR_MS_500280,0,0,0,1,944,15,0,952
2022-09-15,BR_MS_500290,0,0,0,4,5599,113,0,11937
2022-09-15,BR_MS_500295,2,0,0,14,8392,81,0,15573
2022-09-15,BR_MS_500310,0,0,0,1,498,13,0,797
2022-09-15,BR_MS_500315,0,0,0,7,1603,44,0,2883
2022-09-15,BR_MS_500320,26,0,0,1,21796,512,0,68466
2022-09-15,BR_MS_500325,0,0,0,1,7116,85,0,17397
2022-09-15,BR_MS_500330,-1,0,0,4,7669,130,0,12853
2022-09-15,BR_MS_500345,-2,0,0,1,3299,47,0,4634
2022-09-15,BR_MS_500348,0,0,0,3,1784,32,0,3400
2022-09-15,BR_MS_500350,0,0,0,2,1158,15,0,1739
2022-09-15,BR_MS_500370,5,0,0,2,53346,753,0,133204
2022-09-15,BR_MS_500375,0,0,0,1,2007,54,0,2828
2022-09-15,BR_MS_500380,0,0,0,2,4924,78,0,9546
2022-09-15,BR_MS_500390,0,0,0,2,463,7,0,661
2022-09-15,BR_MS_500400,0,0,0,1,2178,30,0,2922
2022-09-15,BR_MS_500410,3,0,0,1,1696,41,0,2922
2022-09-15,BR_MS_500430,0,0,0,1,1446,17,0,2635
2022-09-15,BR_MS_500440,0,0,0,3,1953,13,0,3768
2022-09-15,BR_MS_500450,0,0,0,1,3622,53,0,6527
2022-09-15,BR_MS_500460,1,0,0,3,3023,54,0,4519
2022-09-15,BR_MS_500470,0,0,0,3,7947,77,0,10649
2022-09-15,BR_MS_500480,0,0,0,1,225,9,0,557
2022-09-15,BR_MS_500490,0,0,0,1,627,10,0,1181
2022-09-15,BR_MS_500500,0,0,0,2,4402,87,0,7506
2022-09-15,BR_MS_500510,0,0,0,1,552,8,0,1664
2022-09-15,BR_MS_500515,0,0,0,1,995,14,0,1398
2022-09-15,BR_MS_500520,0,0,0,3,3934,73,0,10108
2022-09-15,BR_MS_500525,0,0,0,5,1229,12,0,1709
2022-09-15,BR_MS_500540,0,0,0,1,11994,121,0,27537
2022-09-15,BR_MS_500560,1,0,0,2,4355,102,0,8266
2022-09-15,BR_MS_500568,2,0,0,1,4754,47,0,6414
2022-09-15,BR_MS_500570,3,0,0,4,12710,277,0,22841
2022-09-15,BR_MS_500580,0,0,0,1,1943,26,0,3766
2022-09-15,BR_MS_500600,0,0,0,2,3917,48,0,6181
2022-09-15,BR_MS_500620,2,0,0,13,7750,118,0,13691
2022-09-15,BR_MS_500625,0,0,0,2,768,13,0,1782
2022-09-15,BR_MS_500627,0,0,0,10,1175,17,0,1807
2022-09-15,BR_MS_500630,0,0,0,5,8548,175,0,15417
2022-09-15,BR_MS_500635,0,0,0,4,1171,21,0,1194
2022-09-15,BR_MS_500640,0,0,0,2,1210,20,0,1809
2022-09-15,BR_MS_500660,-7,0,0,3,14945,394,0,27397
2022-09-15,BR_MS_500690,0,0,0,2,2208,39,0,4982
2022-09-15,BR_MS_500710,10,0,0,9,5602,71,0,10546
2022-09-15,BR_MS_500720,0,0,0,3,7320,95,0,13087
2022-09-15,BR_MS_500730,2,0,0,1,977,11,0,1161
2022-09-15,BR_MS_500740,6,0,0,2,3513,80,0,5158
2022-09-15,BR_MS_500750,0,0,0,1,798,13,0,2304
2022-09-15,BR_MS_500755,0,0,0,3,1680,14,0,1931
2022-09-15,BR_MS_500769,0,0,0,1,5836,98,0,12064
2022-09-15,BR_MS_500770,0,0,0,3,909,25,0,2071
2022-09-15,BR_MS_500780,0,0,0,1,871,21,0,1647
2022-09-15,BR_MS_500790,1,0,0,3,9095,174,0,15624
2022-09-15,BR_MS_500793,0,0,0,1,3027,41,0,7934
2022-09-15,BR_MS_500795,0,0,0,2,1494,18,0,2843
2022-09-15,BR_MS_500797,0,0,0,2,542,8,0,2572
2022-09-15,BR_MS_500800,0,0,0,1,3131,83,0,5466
2022-09-15,BR_MS_500830,-17,0,0,1,31984,557,0,81574
2022-09-15,BR_MS_500840,0,0,0,1,1746,34,0,2810
2022-09-15,BR_MT,185,1,0,2,828539,14940,0,661628
2022-09-15,BR_MT_510010,0,0,0,1,1511,24,0,881
2022-09-15,BR_MT_510020,0,0,0,16,6303,105,0,10829
2022-09-15,BR_MT_510025,0,0,0,4,18429,187,0,15216
2022-09-15,BR_MT_510030,0,0,0,1,3378,35,0,3867
2022-09-15,BR_MT_510035,0,0,0,11,1598,20,0,2448
2022-09-15,BR_MT_510040,0,0,0,1,1454,46,0,2316
2022-09-15,BR_MT_510050,0,0,0,1,968,32,0,1111
2022-09-15,BR_MT_510060,0,0,0,12,1681,30,0,9078
2022-09-15,BR_MT_510080,0,0,0,2,3367,20,0,2591
2022-09-15,BR_MT_510100,0,0,0,2,621,8,0,608
2022-09-15,BR_MT_510120,0,0,0,1,66,2,0,45
2022-09-15,BR_MT_510125,1,0,0,3,4408,58,0,1239
2022-09-15,BR_MT_510130,0,0,0,2,3147,43,0,3081
2022-09-15,BR_MT_510140,0,0,0,2,6369,58,0,9899
2022-09-15,BR_MT_510160,0,0,0,3,1206,19,0,3011
2022-09-15,BR_MT_510170,0,0,0,1,7994,106,0,6749
2022-09-15,BR_MT_510180,0,0,0,12,16638,409,0,29255
2022-09-15,BR_MT_510185,0,0,0,2,1139,17,0,1767
2022-09-15,BR_MT_510190,0,0,0,2,3802,45,0,8394
2022-09-15,BR_MT_510250,4,0,0,1,20503,490,0,9532
2022-09-15,BR_MT_510260,0,0,0,4,3048,53,0,5393
2022-09-15,BR_MT_510263,0,0,0,15,11969,104,0,16165
2022-09-15,BR_MT_510267,0,0,0,1,9731,154,0,6487
2022-09-15,BR_MT_510268,0,0,0,2,1593,15,0,2632
2022-09-15,BR_MT_510269,0,0,0,2,1007,15,0,91
2022-09-15,BR_MT_510270,0,0,0,6,7001,86,0,7418
2022-09-15,BR_MT_510279,0,0,0,1,3600,37,0,1941
2022-09-15,BR_MT_510285,0,0,0,3,1771,31,0,1070
2022-09-15,BR_MT_510300,1,0,0,1,2569,99,0,5760
2022-09-15,BR_MT_510305,1,0,0,1,3530,49,0,3773
2022-09-15,BR_MT_510310,0,0,0,1,1814,17,0,1944
2022-09-15,BR_MT_510320,0,0,0,5,12066,166,0,14793
2022-09-15,BR_MT_510325,3,0,0,4,5443,93,0,8102
2022-09-15,BR_MT_510330,0,0,0,1,3568,44,0,4508
2022-09-15,BR_MT_510335,0,0,0,2,6060,121,0,5911
2022-09-15,BR_MT_510336,0,0,0,1,1109,19,0,844
2022-09-15,BR_MT_510337,0,0,0,7,1983,39,0,1354
2022-09-15,BR_MT_510340,95,0,0,4,144334,3718,0,22490
2022-09-15,BR_MT_510343,0,0,0,2,1237,19,0,1168
2022-09-15,BR_MT_510345,0,0,0,1,1265,21,0,793
2022-09-15,BR_MT_510350,1,0,0,8,5416,74,0,6603
2022-09-15,BR_MT_510360,0,0,0,1,1437,30,0,1022
2022-09-15,BR_MT_510370,0,0,0,1,3788,35,0,5233
2022-09-15,BR_MT_510380,0,0,0,2,803,9,0,737
2022-09-15,BR_MT_510385,0,0,0,1,2322,31,0,2535
2022-09-15,BR_MT_510390,0,0,0,2,1134,25,0,1438
2022-09-15,BR_MT_510395,0,0,0,2,798,15,0,872
2022-09-15,BR_MT_510410,0,0,0,2,8299,145,0,7213
2022-09-15,BR_MT_510420,1,0,0,2,2322,42,0,1831
2022-09-15,BR_MT_510450,0,0,0,1,826,14,0,621
2022-09-15,BR_MT_510452,0,0,0,1,2476,22,0,2650
2022-09-15,BR_MT_510454,0,0,0,1,2601,16,0,573
2022-09-15,BR_MT_510455,0,0,0,1,1601,32,0,1849
2022-09-15,BR_MT_510460,0,0,0,1,1771,19,0,1202
2022-09-15,BR_MT_510480,0,0,0,1,4837,123,0,10267
2022-09-15,BR_MT_510490,0,0,0,2,946,24,0,1171
2022-09-15,BR_MT_510500,0,0,0,6,1677,39,0,2280
2022-09-15,BR_MT_510510,5,0,0,1,7218,105,0,9608
2022-09-15,BR_MT_510515,0,0,0,1,6569,158,0,11597
2022-09-15,BR_MT_510517,0,0,0,2,2652,40,0,2913
2022-09-15,BR_MT_510520,0,0,0,2,2391,51,0,3396
2022-09-15,BR_MT_510523,0,0,0,2,1153,16,0,1768
2022-09-15,BR_MT_510525,0,0,0,1,26593,221,0,35467
2022-09-15,BR_MT_510530,0,0,0,2,599,7,0,1030
2022-09-15,BR_MT_510550,0,0,0,4,4034,58,0,5242
2022-09-15,BR_MT_510558,0,0,0,3,2398,49,0,3930
2022-09-15,BR_MT_510560,0,0,0,16,5147,61,0,4441
2022-09-15,BR_MT_510562,2,0,0,8,8206,157,0,8772
2022-09-15,BR_MT_510590,0,0,0,5,3761,80,0,4004
2022-09-15,BR_MT_510600,0,0,0,1,1560,29,0,1565
2022-09-15,BR_MT_510610,1,0,0,1,1803,43,0,1897
2022-09-15,BR_MT_510615,0,0,0,5,1841,30,0,1513
2022-09-15,BR_MT_510617,0,0,0,1,467,9,0,736
2022-09-15,BR_MT_510618,0,0,0,1,2072,16,0,1613
2022-09-15,BR_MT_510619,0,0,0,1,647,17,0,1284
2022-09-15,BR_MT_510620,0,0,0,6,767,10,0,1046
2022-09-15,BR_MT_510621,0,0,0,2,4204,40,0,1252
2022-09-15,BR_MT_510622,4,0,0,1,14815,156,0,7159
2022-09-15,BR_MT_510623,0,0,0,2,1791,79,0,130
2022-09-15,BR_MT_510624,0,0,0,6,2282,30,0,402
2022-09-15,BR_MT_510625,0,0,0,1,5932,81,0,7573
2022-09-15,BR_MT_510626,0,0,0,12,1977,24,0,2031
2022-09-15,BR_MT_510627,0,0,0,1,1284,9,0,467
2022-09-15,BR_MT_510628,0,0,0,3,1370,24,0,842
2022-09-15,BR_MT_510629,0,0,0,2,5197,38,0,5944
2022-09-15,BR_MT_510630,0,0,0,8,5544,90,0,8110
2022-09-15,BR_MT_510631,0,0,0,1,799,6,0,519
2022-09-15,BR_MT_510637,0,0,0,1,3398,71,0,569
2022-09-15,BR_MT_510642,0,0,0,1,5887,147,0,5641
2022-09-15,BR_MT_510645,0,0,0,2,1007,11,0,688
2022-09-15,BR_MT_510650,0,0,0,1,5727,100,0,5779
2022-09-15,BR_MT_510665,0,0,0,1,1694,28,0,1579
2022-09-15,BR_MT_510670,0,0,0,1,361,6,0,183
2022-09-15,BR_MT_510675,0,0,0,10,12960,256,0,6508
2022-09-15,BR_MT_510677,0,0,0,2,1775,26,0,2126
2022-09-15,BR_MT_510680,0,0,0,1,2114,11,0,809
2022-09-15,BR_MT_510682,0,0,0,1,2368,63,0,2288
2022-09-15,BR_MT_510685,0,0,0,3,949,15,0,746
2022-09-15,BR_MT_510700,0,0,0,1,3904,62,0,652
2022-09-15,BR_MT_510704,0,0,0,1,25400,354,0,19130
2022-09-15,BR_MT_510706,3,1,0,1,4972,76,0,4649
2022-09-15,BR_MT_510710,0,0,0,1,5469,121,0,2896
2022-09-15,BR_MT_510715,0,0,0,1,681,8,0,383
2022-09-15,BR_MT_510718,0,0,0,3,2567,40,0,3838
2022-09-15,BR_MT_510719,0,0,0,1,463,12,0,633
2022-09-15,BR_MT_510720,0,0,0,3,1560,22,0,1707
2022-09-15,BR_MT_510724,0,0,0,1,1559,15,0,1347
2022-09-15,BR_MT_510726,0,0,0,5,585,14,0,481
2022-09-15,BR_MT_510729,0,0,0,1,224,8,0,307
2022-09-15,BR_MT_510730,0,0,0,1,2777,46,0,3534
2022-09-15,BR_MT_510735,0,0,0,1,1382,21,0,1152
2022-09-15,BR_MT_510740,0,0,0,1,1281,28,0,957
2022-09-15,BR_MT_510757,0,0,0,1,660,5,0,762
2022-09-15,BR_MT_510760,1,0,0,4,44430,997,0,46129
2022-09-15,BR_MT_510770,-1,0,0,8,3516,64,0,885
2022-09-15,BR_MT_510774,0,0,0,5,743,7,0,1929
2022-09-15,BR_MT_510775,0,0,0,1,288,10,0,794
2022-09-15,BR_MT_510776,1,0,0,2,464,4,0,456
2022-09-15,BR_MT_510777,0,0,0,1,1196,16,0,427
2022-09-15,BR_MT_510779,0,0,0,1,525,8,0,159
2022-09-15,BR_MT_510780,0,0,0,5,2117,69,0,1681
2022-09-15,BR_MT_510785,0,0,0,1,2887,44,0,1210
2022-09-15,BR_MT_510787,0,0,0,21,7662,66,0,6688
2022-09-15,BR_MT_510788,0,0,0,2,654,7,0,797
2022-09-15,BR_MT_510790,5,0,0,1,38829,503,0,20641
2022-09-15,BR_MT_510792,1,0,0,80,25471,250,0,39274
2022-09-15,BR_MT_510794,0,0,0,3,1663,26,0,3252
2022-09-15,BR_MT_510795,0,0,0,1,27762,400,0,21168
2022-09-15,BR_MT_510800,0,0,0,4,4508,36,0,4048
2022-09-15,BR_MT_510805,0,0,0,1,2943,44,0,2915
2022-09-15,BR_MT_510810,0,0,0,4,751,16,0,941
2022-09-15,BR_MT_510820,0,0,0,1,1198,24,0,209
2022-09-15,BR_MT_510830,0,0,0,2,1341,16,0,782
2022-09-15,BR_MT_510835,0,0,0,3,675,11,0,797
2022-09-15,BR_MT_510840,56,0,0,3,55852,1521,0,4141
2022-09-15,BR_MT_510850,0,0,0,1,2160,36,0,1442
2022-09-15,BR_MT_510860,0,0,0,3,4465,55,0,5986
2022-09-15,BR_MT_510880,0,0,0,1,1604,18,0,1994
2022-09-15,BR_MT_510885,0,0,0,1,901,8,0,296
2022-09-15,BR_MT_510890,0,0,0,1,1597,11,0,1621
2022-09-15,BR_MT_510895,0,0,0,5,3206,24,0,2605
2022-09-15,BR_PA,317,2,0,1,836578,18820,0,1006201
2022-09-15,BR_PA_150010,0,0,0,1,10874,240,0,11951
2022-09-15,BR_PA_150013,0,0,0,1,1452,12,0,766
2022-09-15,BR_PA_150020,0,0,0,1,2526,45,0,4069
2022-09-15,BR_PA_150030,0,0,0,1,3513,20,0,6184
2022-09-15,BR_PA_150034,0,0,0,3,1748,19,0,3910
2022-09-15,BR_PA_150040,0,0,0,4,5914,175,0,7173
2022-09-15,BR_PA_150050,0,0,0,2,4715,57,0,5046
2022-09-15,BR_PA_150060,7,0,0,1,24296,360,0,19521
2022-09-15,BR_PA_150070,0,0,0,1,1391,24,0,548
2022-09-15,BR_PA_150080,0,0,0,1,32549,866,0,38924
2022-09-15,BR_PA_150085,0,0,0,1,2697,71,0,2926
2022-09-15,BR_PA_150090,1,0,0,2,3168,57,0,3836
2022-09-15,BR_PA_150095,0,0,0,1,2140,20,0,3652
2022-09-15,BR_PA_150100,0,0,0,5,1233,15,0,1179
2022-09-15,BR_PA_150110,0,0,0,1,1345,13,0,1984
2022-09-15,BR_PA_150120,0,0,0,1,990,39,0,1929
2022-09-15,BR_PA_150125,0,0,0,1,703,3,0,643
2022-09-15,BR_PA_150130,1,0,0,1,14652,260,0,15561
2022-09-15,BR_PA_150140,41,1,0,1,152211,5404,0,153156
2022-09-15,BR_PA_150145,4,0,0,1,3300,50,0,2793
2022-09-15,BR_PA_150150,0,0,0,14,7029,117,0,7739
2022-09-15,BR_PA_150157,0,0,0,2,1373,29,0,2020
2022-09-15,BR_PA_150160,0,0,0,1,536,18,0,857
2022-09-15,BR_PA_150170,27,0,0,1,7755,198,0,11569
2022-09-15,BR_PA_150172,0,0,0,1,4896,49,0,2498
2022-09-15,BR_PA_150175,0,0,0,1,1277,6,0,1568
2022-09-15,BR_PA_150178,0,0,0,2,1665,74,0,1381
2022-09-15,BR_PA_150180,12,0,0,1,6145,127,0,9071
2022-09-15,BR_PA_150190,0,0,0,1,2037,43,0,3852
2022-09-15,BR_PA_150195,0,0,0,3,1694,12,0,2040
2022-09-15,BR_PA_150200,0,0,0,2,628,27,0,1431
2022-09-15,BR_PA_150210,1,0,0,1,12171,316,0,14569
2022-09-15,BR_PA_150215,0,0,0,1,11272,138,0,29914
2022-09-15,BR_PA_150220,8,0,0,1,7559,137,0,9681
2022-09-15,BR_PA_150230,0,0,0,1,3788,97,0,4331
2022-09-15,BR_PA_150240,0,0,0,1,17025,561,0,14768
2022-09-15,BR_PA_150250,0,0,0,1,963,7,0,1493
2022-09-15,BR_PA_150260,0,0,0,10,1036,23,0,1821
2022-09-15,BR_PA_150270,42,0,0,1,8285,63,0,15417
2022-09-15,BR_PA_150275,0,0,0,11,3262,36,0,8475
2022-09-15,BR_PA_150276,0,0,0,1,1396,12,0,1326
2022-09-15,BR_PA_150277,0,0,0,2,2712,39,0,3410
2022-09-15,BR_PA_150280,0,0,0,1,582,36,0,1131
2022-09-15,BR_PA_150285,0,0,0,2,2667,25,0,2361
2022-09-15,BR_PA_150290,0,0,0,1,2860,88,0,3421
2022-09-15,BR_PA_150293,0,0,0,1,2961,73,0,3436
2022-09-15,BR_PA_150295,0,0,0,2,1330,37,0,1485
2022-09-15,BR_PA_150300,0,0,0,1,1446,31,0,567
2022-09-15,BR_PA_150304,0,0,0,2,2172,29,0,2539
2022-09-15,BR_PA_150307,0,0,0,1,2115,14,0,3505
2022-09-15,BR_PA_150309,0,0,0,1,3651,38,0,4939
2022-09-15,BR_PA_150310,0,0,0,1,2646,15,0,3128
2022-09-15,BR_PA_150320,6,0,0,1,3711,90,0,8031
2022-09-15,BR_PA_150330,0,0,0,12,4741,99,0,1813
2022-09-15,BR_PA_150340,0,0,0,3,706,17,0,1166
2022-09-15,BR_PA_150345,0,0,0,9,2886,49,0,3926
2022-09-15,BR_PA_150350,0,0,0,1,2362,23,0,2996
2022-09-15,BR_PA_150360,5,0,0,1,16483,406,0,19123
2022-09-15,BR_PA_150370,0,0,0,4,2533,92,0,3313
